Street address,City,State,Zip/Postal Code,Country,Latitude,Longitude,Postal Code,X
7 Appleby Ct, Toronto,ON,M9B5A1,Canada,43.654048,-79.549576,M9B,5A1
18 Munro Park Ave, Toronto,ON,M4E3M3,Canada,43.671794,-79.283123,M4E,3M3
7 Brimley Rd S #D78, Toronto,ON,M1M3W3,Canada,43.706276,-79.231863,M1M,3W3
20/22 Park Lane Cir,Toronto,ON,M3B1Z7,Canada,43.633001,-79.354953,M3B,1Z7
19 Country Ln,Toronto,ON,M2L1E1,Canada,43.74036,-79.380766,M2L,1E1
88 Forest Heights Blvd,Toronto,ON,M2L2K8,Canada,43.760595,-79.378477,M2L,2K8
45 Park Lane Cir,Toronto,ON,M3C2N3,Canada,43.730085,-79.369058,M3C,2N3
27 South Dr,Toronto,ON,M4W1R2,Canada,43.677229,-79.382582,M4W,1R2
17 Ardwold Gate,Toronto,ON,M5R2W1,Canada,43.678881,-79.407258,M5R,2W1
36 Old Colony Rd,Toronto,ON,M2L2J8,Canada,43.758104,-79.382893,M2L,2J8
253 Dunvegan Rd,Toronto,ON,M5P2P5,Canada,43.699453,-79.414977,M5P,2P5
45 Bayview Rdg,Toronto,ON,M2L1E3,Canada,43.741938,-79.387871,M2L,1E3
112 Mason Blvd,Toronto,ON,M5M3E3,Canada,43.741214,-79.412096,M5M,3E3
220 Victoria St #806,Toronto,ON,M5B2R6,Canada,43.654877,-79.379218,M5B,2R6
27 Devondale Ave,Toronto,ON,M2R2C9,Canada,43.777838,-79.435334,M2R,2C9
45 Pegasus Trl,Toronto,ON,M1G3N6,Canada,43.780196,-79.221561,M1G,3N6
73 Fishleigh Dr,Toronto,ON,M1N1H3,Canada,43.701371,-79.245529,M1N,1H3
1 Lake Shore Dr,Toronto,ON,M8V1Y9,Canada,43.601114,-79.497504,M8V,1Y9
12 Gradwell Dr,Toronto,ON,M1M2M9,Canada,43.71325,-79.235129,M1M,2M9
79 John St,Toronto,ON,M9N1J6,Canada,43.703998,-79.515164,M9N,1J6
20 Moccasin Trl,Toronto,ON,M3C1Y7,Canada,43.731688,-79.339069,M3C,1Y7
55 Lynnhaven Rd,Toronto,ON,M6A2K7,Canada,43.721312,-79.439612,M6A,2K7
129 Clansman Blvd,Toronto,ON,M2H1Y3,Canada,43.802346,-79.361476,M2H,1Y3
62 Portico Dr,Toronto,ON,M1G3R6,Canada,43.780543,-79.219347,M1G,3R6
579 Indian Rd,Toronto,ON,M6P2C3,Canada,43.65804,-79.456608,M6P,2C3
6 Elward Blvd,Toronto,ON,M1L3L2,Canada,43.691459,-79.281882,M1L,3L2
483 Dupont St #103,Toronto,ON,M6G1Y6,Canada,43.672797,-79.415295,M6G,1Y6
55 Regency Sq,Toronto,ON,M1E1N4,Canada,43.752281,-79.194912,M1E,1N4
30 High Point Rd,Toronto,ON,M3C2R3,Canada,43.731817,-79.368833,M3C,2R3
200 Murison Blvd UNIT 67,Toronto,ON,M1B3R9,Canada,43.800088,-79.202935,M1B,3R9
10 Greenyards Dr,Toronto,ON,M2M2R6,Canada,43.79625,-79.40879,M2M,2R6
23 Elba Ave,Toronto,ON,M1L4E9,Canada,43.699375,-79.274278,M1L,4E9
24 Sophia Dr, Toronto,ON,M1H1Z4,Canada,43.762867,-79.227694,M1H,1Z4
1 Strathgowan Ave #403, Toronto,ON,M4N0B3,Canada,43.718724,-79.400268,M4N,0B3
501 Adelaide St W #909, Toronto,ON,M5V0R3,Canada,43.645422,-79.401295,M5V,0R3
15 Helmsdale Cres, Toronto,ON,M9V3X8,Canada,43.747239,-79.603316,M9V,3X8
55 Deanscroft Sq, Toronto,ON,M1E4W8,Canada,43.764897,-79.176426,M1E,4W8
191 Parkmount Rd, Toronto,ON,M4J4V5,Canada,43.681804,-79.325548,M4J,4V5
21 Iceboat Ter PENTHOUSE 10, Toronto,ON,M5V4A9,Canada,43.640393,-79.397362,M5V,4A9
78 Carr St #TOWNHOUSE 32, Toronto,ON,M5T1B7,Canada,43.649695,-79.403974,M5T,1B7
650 Sheppard Ave E #215, Toronto,ON,M2K3E4,Canada,43.768577,-79.381429,M2K,3E4
1778 Dufferin St, Toronto,ON,M6E3P4,Canada,43.680272,-79.444278,M6E,3P4
33 Shore Breeze Dr E #1208, Toronto,ON,M8V0G1,Canada,43.623886,-79.479223,M8V,0G1
24 Coventry St, Toronto,ON,M1L0H1,Canada,43.692746,-79.276677,M1L,0H1
21 Groverdale Rd, Toronto,ON,M9C3M7,Canada,43.650171,-79.575026,M9C,3M7
80 Curzon St, Toronto,ON,M4M3B4,Canada,43.665284,-79.332659,M4M,3B4
8 Trent Ave #1205, Toronto,ON,M4C0A6,Canada,43.688207,-79.295862,M4C,0A6
65 Huntingdale Blvd UNIT 1507, Toronto,ON,M1W2P1,Canada,43.795184,-79.324378,M1W,2P1
198 Lawlor Ave, Toronto,ON,M4E3M1,Canada,43.685388,-79.290756,M4E,3M1
408 Browns Line S #312, Toronto,ON,M5W3T9,Canada,43.601697,-79.545232,M5W,3T9
1 King St W #1501, Toronto,ON,M5H1A1,Canada,43.648987,-79.37807,M5H,1A1
25 Clark St, Toronto,ON,M4M1M5,Canada,43.660183,-79.347772,M4M,1M5
64 Chandler Dr, Toronto,ON,M1G1Z3,Canada,43.765412,-79.220644,M1G,1Z3
10 Capreol Ct #902, Toronto,ON,M5V4B3,Canada,43.640268,-79.396014,M5V,4B3
215 Mill Rd, Toronto,ON,M9C1Y1,Canada,43.633835,-79.57625,M9C,1Y1
100 Rosethorn Ave, Toronto,ON,M6N3L1,Canada,43.679352,-79.463314,M6N,3L1
98 Spruce Hill Rd, Toronto,ON,M4E3G4,Canada,43.675156,-79.290203,M4E,3G4
63 Bannatyne Dr, Toronto,ON,M2L2P2,Canada,43.761125,-79.370406,M2L,2P2
533 Richmond St W PENTHOUSE 2, Toronto,ON,M5V3Y1,Canada,43.646874,-79.400841,M5V,3Y1
8 Lee Centre Dr #702, Toronto,ON,M1H3H8,Canada,43.780823,-79.247602,M1H,3H8
30 Nelson St #PENTHOUSE 101, Toronto,ON,M5V0H5,Canada,43.649062,-79.388476,M5V,0H5
9 Overton Pl, Toronto,ON,M3B1H1,Canada,43.741095,-79.345984,M3B,1H1
1328 Birchmount Rd #PENTHOUSE 9, Toronto,ON,M1R0B6,Canada,43.748506,-79.286068,M1R,0B6
717 Greenwood Ave, Toronto,ON,M4J4B6,Canada,43.683375,-79.332915,M4J,4B6
200 Woodbine Ave #601, Toronto,ON,M4L3P2,Canada,43.668935,-79.306142,M4L,3P2
8 Attila Ct, Toronto,ON,M9V4E5,Canada,43.736459,-79.597189,M9V,4E5
62 Kent Rd, Toronto,ON,M4L2X6,Canada,43.667307,-79.321014,M4L,2X6
200 Russell Hill Rd #502, Toronto,ON,M4V0B6,Canada,43.681737,-79.406631,M4V,0B6
45 Oldham Rd, Toronto,ON,M9A2B9,Canada,43.677488,-79.542254,M9A,2B9
29 Portico Dr, Toronto,ON,M1G3R5,Canada,43.779069,-79.22196,M1G,3R5
11 Brunel Ct #5005, Toronto,ON,M5V3Y3,Canada,43.639441,-79.393173,M5V,3Y3
103 Old Colony Rd, Toronto,ON,M2L2K3,Canada,43.758834,-79.374583,M2L,2K3
175 Teddington Park Ave, Toronto,ON,M4N2C7,Canada,43.734233,-79.396869,M4N,2C7
6 Wyndcliff Cres, Toronto,ON,M4A2K1,Canada,43.735574,-79.318059,M4A,2K1
40 Sylvan Valleyway #523, Toronto,ON,M5M4M3,Canada,43.724203,-79.415282,M5M,4M3
167 Wineva Ave, Toronto,ON,M4E2T5,Canada,43.672156,-79.295951,M4E,2T5
10 Gateway Blvd #402, Toronto,ON,M3C3A1,Canada,43.709781,-79.332708,M3C,3A1
2200 Lake Shore Blvd W #818, Toronto,ON,M8V1A4,Canada,43.622743,-79.481934,M8V,1A4
8 Rosebank Dr #7H, Toronto,ON,M1B5Z3,Canada,43.791844,-79.237284,M1B,5Z3
31 Antler St, Toronto,ON,M6P3R2,Canada,43.663867,-79.44993,M6P,3R2
799 Midland Ave, Toronto,ON,M1K4E8,Canada,43.733446,-79.25729,M1K,4E8
130 Neptune Dr #607, Toronto,ON,M6A1X5,Canada,43.730295,-79.441115,M6A,1X5
557 Logan Ave, Toronto,ON,M4K3B6,Canada,43.669004,-79.345758,M4K,3B6
302 Richview Ave, Toronto,ON,M5P3G5,Canada,43.695952,-79.422548,M5P,3G5
1 Monarchdale Ave, Toronto,ON,M6M2S6,Canada,43.698966,-79.493874,M6M,2S6
5 Wray Ct, Toronto,ON,M9V4K4,Canada,43.755083,-79.593103,M9V,4K4
56 Branstone Rd, Toronto,ON,M6E4E4,Canada,43.692013,-79.453838,M6E,4E4
5 Mabelle Ave #2328, Toronto,ON,M9A0C8,Canada,43.646719,-79.525449,M9A,0C8
437 Westmount Ave, Toronto,ON,M6E3N4,Canada,43.686951,-79.445233,M6E,3N4
35 Kirkdene Dr, Toronto,ON,M1C3A5,Canada,43.793789,-79.141364,M1C,3A5
136 Collier St, Toronto,ON,M4W1M3,Canada,43.67275,-79.384146,M4W,1M3
130 Morningview Trl, Toronto,ON,M1B5L2,Canada,43.815394,-79.199609,M1B,5L2
2800 Warden Ave #1004, Toronto,ON,M1W3Z6,Canada,43.795721,-79.315724,M1W,3Z6
4737 Jane St, Toronto,ON,M3N2K8,Canada,43.771431,-79.519798,M3N,2K8
28 Fishleigh Dr, Toronto,ON,M1N1G9,Canada,43.700665,-79.250643,M1N,1G9
4673 Jane St #318, Toronto,ON,M3N2L1,Canada,43.770357,-79.520128,M3N,2L1
850 Danforth Rd, Toronto,ON,M1K1H5,Canada,43.726901,-79.253184,M1K,1H5
303 Maria St, Toronto,ON,M6P1W6,Canada,43.666219,-79.482138,M6P,1W6
631 Richmond St W, Toronto,ON,M6J1C2,Canada,43.646133,-79.404423,M6J,1C2
90 Broadview Ave #526, Toronto,ON,M4M0A7,Canada,43.65794,-79.349786,M4M,0A7
18 Burnt Log Cres, Toronto,ON,M9C2J8,Canada,43.633137,-79.58094,M9C,2J8
10 De Boers Dr #905, Toronto,ON,M3J0L6,Canada,43.752055,-79.464264,M3J,0L6
825 Adelaide St W, Toronto,ON,M6J1B5,Canada,43.643556,-79.410684,M6J,1B5
15 Edenbrook Hl, Toronto,ON,M9A3Z7,Canada,43.671624,-79.524004,M9A,3Z7
10 Deerlick Ct #518, Toronto,ON,M3A0A7,Canada,43.759433,-79.332085,M3A,0A7
11 Wellesley St W #4711, Toronto,ON,M4Y0G4,Canada,43.664526,-79.385583,M4Y,0G4
37 Saint Andrews Gdns, Toronto,ON,M4W2C9,Canada,43.685552,-79.374772,M4W,2C9
8 Colborne St #PENTHOUSE 2701, Toronto,ON,M5E1E1,Canada,43.648745,-79.377021,M5E,1E1
102 Pennyhill Dr, Toronto,ON,M1B4K7,Canada,43.813775,-79.216708,M1B,4K7
333 Brighton Ave, Toronto,ON,M3H4G4,Canada,43.756128,-79.462889,M3H,4G4
20 Blue Jays Way #319, Toronto,ON,M5V3W6,Canada,43.643797,-79.391668,M5V,3W6
2737 Keele St #821, Toronto,ON,M3M2E9,Canada,43.725799,-79.480604,M3M,2E9
24 Masseygrove Cres, Toronto,ON,M9V3C9,Canada,43.736326,-79.584228,M9V,3C9
1 De Vere Gdns, Toronto,ON,M5M3E4,Canada,43.736381,-79.407697,M5M,3E4
36 Astley Ave, Toronto,ON,M4W3B4,Canada,43.688906,-79.369921,M4W,3B4
222 The Esplanade #713, Toronto,ON,M5A4M8,Canada,43.649611,-79.365545,M5A,4M8
629 King St W #1307, Toronto,ON,M5V0G9,Canada,43.643972,-79.401585,M5V,0G9
228 Westview Blvd, Toronto,ON,M4B3J5,Canada,43.71338,-79.305617,M4B,3J5
357 King St W #1601, Toronto,ON,M5V0S7,Canada,43.645835,-79.392529,M5V,0S7
55 Hambly Ave, Toronto,ON,M4E2R5,Canada,43.673307,-79.297707,M4E,2R5
74 Connolly St, Toronto,ON,M6N5G3,Canada,43.671959,-79.455369,M6N,5G3
17A S Woodrow Blvd, Toronto,ON,M1N3L5,Canada,43.699423,-79.260028,M1N,3L5
23 Dewbourne Ave, Toronto,ON,M5P1Z5,Canada,43.699157,-79.423254,M5P,1Z5
271 Victoria Park Ave, Toronto,ON,M4E3S6,Canada,43.683316,-79.284726,M4E,3S6
2A Battenberg Ave, Toronto,ON,M4L1J8,Canada,43.667336,-79.316773,M4L,1J8
235 Sherway Gardens Rd #2010, Toronto,ON,M9C0A2,Canada,43.609301,-79.559016,M9C,0A2
14 Pinegrove Ave, Toronto,ON,M1N2G4,Canada,43.698491,-79.263913,M1N,2G4
180 Patricia Ave, Toronto,ON,M2M1J5,Canada,43.788611,-79.426393,M2M,1J5
1815 Yonge St #1801, Toronto,ON,M4T2A4,Canada,43.695918,-79.395842,M4T,2A4
740 Eglinton Ave W #301, Toronto,ON,M5N1C4,Canada,43.702079,-79.421814,M5N,1C4
114 Saskatoon Dr, Toronto,ON,M9P2G4,Canada,43.69309,-79.544397,M9P,2G4
353 Driftwood Ave #2, Toronto,ON,M3N2P2,Canada,43.768082,-79.512841,M3N,2P2
181 Dundas St E UNIT 3811, Toronto,ON,M5A0N5,Canada,43.656969,-79.374122,M5A,0N5
59 Annie Craig Dr #3604, Toronto,ON,M8V0C4,Canada,43.624949,-79.478244,M8V,0C4
391 Beechgrove Dr #79, Scarborough,ON,M1E2R1,Canada,43.776785,-79.172058,M1E,2R1
77 Magellan Dr, Toronto,ON,M3L1T3,Canada,43.736555,-79.508517,M3L,1T3
70 Byng Ave #6, Toronto,ON,M2N7L9,Canada,43.777634,-79.411524,M2N,7L9
585 Bloor St E #4218, Toronto,ON,M4W0B3,Canada,43.671653,-79.371638,M4W,0B3
97 Lawton Blvd #704, Toronto,ON,M4V1Z6,Canada,43.693514,-79.396234,M4V,1Z6
44 Waverley Rd, Toronto,ON,M4L3T1,Canada,43.667585,-79.300136,M4L,3T1
812 Duplex Ave, Toronto,ON,M4R1W7,Canada,43.718239,-79.403956,M4R,1W7
127 Boardwalk Dr, Toronto,ON,M4L3X9,Canada,43.666435,-79.305807,M4L,3X9
215 Strathallan Wood, Toronto,ON,M5N1T5,Canada,43.712754,-79.421209,M5N,1T5
63 Hammersmith Ave, Toronto,ON,M4E2W3,Canada,43.670396,-79.293932,M4E,2W3
990 Dovercourt Rd, Toronto,ON,M6H2X5,Canada,43.666907,-79.431852,M6H,2X5
47 Stephen Dr, Toronto,ON,M8Y3M8,Canada,43.632836,-79.485005,M8Y,3M8
415 Wellesley St E, Toronto,ON,M4X1H5,Canada,43.668911,-79.364947,M4X,1H5
200 Cumberland St #3802, Toronto,ON,M5R0B7,Canada,43.669867,-79.394244,M5R,0B7
30 Forge Dr, Toronto,ON,M3N2R3,Canada,43.759536,-79.513985,M3N,2R3
4 Tredvalley Grve, Toronto,ON,M1C3J4,Canada,43.776477,-79.148234,M1C,3J4
83 Lillian St #15, Toronto,ON,M4S2H7,Canada,43.706583,-79.393516,M4S,2H7
168 Pinewood Ave, Toronto,ON,M6C2V5,Canada,43.688172,-79.427079,M6C,2V5
101 Charles St E #4202, Toronto,ON,M4Y0A9,Canada,43.669643,-79.380555,M4Y,0A9
127 Bellwoods Ave, Toronto,ON,M6J2P6,Canada,43.64966,-79.41204,M6J,2P6
9 Bogert Ave #2801, Toronto,ON,M2N0H3,Canada,43.760385,-79.411435,M2N,0H3
65 Mutual St #3004, Toronto,ON,M5H2A9,Canada,43.655802,-79.374984,M5H,2A9
195 Redpath Ave #3307, Toronto,ON,M4P0E4,Canada,43.7101,-79.393425,M4P,0E4
28 Rosebank Dr #1009, Toronto,ON,M1B5Z1,Canada,43.792518,-79.235348,M1B,5Z1
36 Lisgar St #708W, Toronto,ON,M6J0C7,Canada,43.641739,-79.423316,M6J,0C7
5444 Yonge St #108, Toronto,ON,M2N6J4,Canada,43.776373,-79.415758,M2N,6J4
2053 Gerrard St E, Toronto,ON,M4E2B4,Canada,43.68208,-79.307469,M4E,2B4
64 Marion St, Toronto,ON,M6R1E7,Canada,43.642017,-79.443304,M6R,1E7
248 Garden Ave, Toronto,ON,M6R1J3,Canada,43.6432,-79.450769,M6R,1J3
6 Croft St, Toronto,ON,M5S2N8,Canada,43.657306,-79.406124,M5S,2N8
236 Browning Ave, Toronto,ON,M4K1X2,Canada,43.683222,-79.34711,M4K,1X2
6 Creekwood Dr, Toronto,ON,M1E4L7,Canada,43.785981,-79.215279,M1E,4L7
830 Lawrence Ave W #2207, Toronto,ON,M6A0B6,Canada,43.71445,-79.454208,M6A,0B6
48 Coe Hill Dr, Toronto,ON,M6S3C8,Canada,43.639264,-79.469882,M6S,3C8
68 Abell St UNIT 1001, Toronto,ON,M6J0B1,Canada,43.642434,-79.424538,M6J,0B1
301 Prudential Dr #1701, Toronto,ON,M1P4V3,Canada,43.749918,-79.268628,M1P,4V3
2901 Kipling Ave #907, Toronto,ON,M9V5E5,Canada,43.758185,-79.588513,M9V,5E5
341 Military Trl #20, Toronto,ON,M1E4E4,Canada,43.786061,-79.212348,M1E,4E4
29 Glen Stewart Ave, Toronto,ON,M4E1P6,Canada,43.678355,-79.295885,M4E,1P6
364 The East Mall #243, Toronto,ON,M9B6C5,Canada,43.642465,-79.559589,M9B,6C5
309 Ranee Ave, Toronto,ON,M6A1N9,Canada,43.722361,-79.451974,M6A,1N9
2737 Keele St #402, Toronto,ON,M3M2E9,Canada,43.725799,-79.480604,M3M,2E9
403 Church St #2413, Toronto,ON,M4Y0C9,Canada,43.662103,-79.379236,M4Y,0C9
76 Arjay Cres, Toronto,ON,M2L1C7,Canada,43.739075,-79.384916,M2L,1C7
147 Cameron Ave, Toronto,ON,M6M1R5,Canada,43.689775,-79.471368,M6M,1R5
78 Cameron Ave, Toronto,ON,M2N1E2,Canada,43.75622,-79.415729,M2N,1E2
28 Freeland St #4404, Toronto,ON,M5E1L7,Canada,43.643622,-79.373959,M5E,1L7
663 Windermere Ave, Toronto,ON,M6S3M2,Canada,43.656998,-79.48273,M6S,3M2
27 Shaftesbury Ave, Toronto,ON,M4T3B3,Canada,43.68211,-79.390162,M4T,3B3
1950 Kennedy Rd #706, Toronto,ON,M1P4S9,Canada,43.767632,-79.282853,M1P,4S9
32 Ava Rd, Toronto,ON,M5P1Y4,Canada,43.697906,-79.421226,M5P,1Y4
5418 Yonge St #901, Toronto,ON,M2N6X4,Canada,43.775522,-79.415248,M2N,6X4
125 Peter St #1301, Toronto,ON,M5V0M2,Canada,43.648321,-79.392887,M5V,0M2
7 Merredin Pl, Toronto,ON,M3B1S7,Canada,43.748513,-79.35726,M3B,1S7
564 Pharmacy Ave, Toronto,ON,M1L3G9,Canada,43.707103,-79.289985,M1L,3G9
14 Kildonan Dr, Toronto,ON,M1N3B5,Canada,43.687027,-79.266351,M1N,3B5
180 Markham Rd SUITE 707, Toronto,ON,M1M2Z9,Canada,43.652934,-79.407872,M1M,2Z9
27 Glen Elm Ave, Toronto,ON,M4T1T9,Canada,43.691389,-79.393694,M4T,1T9
20 Cedar Ave E, Toronto,ON,M4E1K2,Canada,43.674795,-79.287507,M4E,1K2
4 Daysland Rd, Toronto,ON,M9W4A9,Canada,43.718979,-79.56295,M9W,4A9
59 Arundel Ave, Toronto,ON,M4K3A3,Canada,43.679799,-79.351218,M4K,3A3
390 Hopewell Ave #130, Toronto,ON,M6E2S2,Canada,43.700641,-79.444449,M6E,2S2
21 Mayberry Rd, Toronto,ON,M3N2A5,Canada,43.741518,-79.518308,M3N,2A5
30 Fieldway Rd #98, Toronto,ON,M8Z0E3,Canada,43.642292,-79.528276,M8Z,0E3
1 Hawthorn Ave, Toronto,ON,M4W2Z1,Canada,43.675042,-79.36985,M4W,2Z1
15 Sewells Rd #410, Toronto,ON,M1B3V7,Canada,43.806694,-79.217112,M1B,3V7
5 Saint Joseph St #4309, Toronto,ON,M4Y0B6,Canada,43.665776,-79.385633,M4Y,0B6
4 Burleigh Heights Dr, Toronto,ON,M2K1Y7,Canada,43.779657,-79.390466,M2K,1Y7
580 Christie St #807, Toronto,ON,M6G3E3,Canada,43.679182,-79.425403,M6G,3E3
217 Richview Ave, Toronto,ON,M5P3G2,Canada,43.695007,-79.421605,M5P,3G2
10 Eva Rd #601, Toronto,ON,M9C0B3,Canada,43.641355,-79.562771,M9C,0B3
80 Old Forest Hill Rd, Toronto,ON,M5P2R5,Canada,43.698893,-79.417749,M5P,2R5
34 Green Valley Rd, Toronto,ON,M2P1A6,Canada,43.739774,-79.388924,M2P,1A6
56 Rockcliffe Blvd, Toronto,ON,M6N4R5,Canada,43.679689,-79.4908,M6N,4R5
48 Crescent Rd, Toronto,ON,M4W1S9,Canada,43.677803,-79.387068,M4W,1S9
816 Lansdowne Ave #216, Toronto,ON,M6H4K6,Canada,43.665661,-79.447378,M6H,4K6
91 Fulwell Cres, Toronto,ON,M3J1Y4,Canada,43.750867,-79.50285,M3J,1Y4
225 Christie St, Toronto,ON,M6G3B5,Canada,43.669398,-79.420453,M6G,3B5
127 Joicey Blvd, Toronto,ON,M2M2T8,Canada,43.736904,-79.416255,M2M,2T8
104 3rd St, Toronto,ON,M8V2X9,Canada,43.60352,-79.501782,M8V,2X9
12 Lark St, Toronto,ON,M4L3M6,Canada,43.668319,-79.310823,M4L,3M6
490 Caledonia Rd, Toronto,ON,M6E4V2,Canada,43.689821,-79.461148,M6E,4V2
101 Russell Hill Rd, Toronto,ON,M4V2S9,Canada,43.68178,-79.404985,M4V,2S9
47 Cherrylawn Ave, Toronto,ON,M9L2B3,Canada,43.752537,-79.559192,M9L,2B3
23 Cavell Ave, Toronto,ON,M4K1L5,Canada,43.676192,-79.344974,M4K,1L5
11 Shorncliffe Ave, Toronto,ON,M4V1S9,Canada,43.68559,-79.410873,M4V,1S9
211 Woodycrest Ave, Toronto,ON,M4J3C4,Canada,43.687915,-79.344644,M4J,3C4
1 Silvergrove Rd, Toronto,ON,M2L2N5,Canada,43.763519,-79.374045,M2L,2N5
43 Edenvale Cres, Toronto,ON,M9A4A5,Canada,43.680741,-79.52895,M9A,4A5
3 Everson Dr #637, Toronto,ON,M2N7C2,Canada,43.756938,-79.406496,M2N,7C2
23 Strathdee Dr, Toronto,ON,M9R1A6,Canada,43.681424,-79.544171,M9R,1A6
861 Sheppard Ave W #61,Toronto,ON,M3H0E9,Canada,43.752102,-79.453675,M3H,0E9
6 Lankin Blvd, Toronto,ON,M4J4W8,Canada,43.692293,-79.328633,M4J,4W8
161 Roehampton Ave #PENTHOUSE 05, Toronto,ON,M4P0C8,Canada,43.70876,-79.393794,M4P,0C8
4689 Jane St #503, Toronto,ON,M3N2T6,Canada,43.770863,-79.520254,M3N,2T6
57 Saint Nicholas St, Toronto,ON,M4Y1W6,Canada,43.667191,-79.386232,M4Y,1W6
