Street address,City,State,Zip/Postal Code,Country,Latitude,Longitude,Neighbourhood,Region
57 Saint Nicholas St, Toronto,ON,M4Y1W6,Canada,43.667191,-79.386232,Church and Wellesley,Downtown Toronto
173 Dunvegan Rd, Toronto,ON,M5P2P1,Canada,43.696803,-79.408729,Forest Hill North,Central Toronto
65 Harbour Sq #3306, Toronto,ON,M5J2L4,Canada,43.640082,-79.378599,Harbourfront East,Downtown Toronto
353 Driftwood Ave #7, Toronto,ON,M3N2P2,Canada,43.768082,-79.512841,Downsview Northwest,North York
1195 The Queensway E #102, Toronto,ON,M8Z0H1,Canada,43.621626,-79.522481,Kingsway Park South West,Etobicoke
66 Cliff St, Toronto,ON,M6N4M1,Canada,43.679993,-79.485042,The Junction North,York
5 Pheasant Ln, Toronto,ON,M9A1T1,Canada,43.662472,-79.534898,Islington Avenue,Etobicoke
73 Pendrith St, Toronto,ON,M6G1R8,Canada,43.666638,-79.422778,Christie,Downtown Toronto
25 Boustead Ave, Toronto,ON,M6R1Y7,Canada,43.653133,-79.452791,Parkdale,West Toronto
15 Lenthall Ave, Toronto,ON,M1B2C7,Canada,43.797531,-79.238536,Rouge,Scarborough
127 Queen St E #406, Toronto,ON,M5C1S3,Canada,43.653471,-79.373755,St. James Town,Downtown Toronto
295 Adelaide St W #2303, Toronto,ON,M5V0L4,Canada,43.647594,-79.390757,CN Tower,Downtown Toronto
5791 Yonge St #PENTHOUSE 205, Toronto,ON,M2M0A8,Canada,43.783997,-79.41604,Newtonbrook,North York
130 Shuter St, Toronto,ON,M5A1V8,Canada,43.655956,-79.371864,Harbourfront,Downtown Toronto
408 Ontario St, Toronto,ON,M5A2W1,Canada,43.662083,-79.370042,Harbourfront,Downtown Toronto
1785 Eglinton Ave E #203, Toronto,ON,M4A2Y6,Canada,43.724765,-79.307151,Victoria Village,North York
1994 Dufferin St, Toronto,ON,M6E3R2,Canada,43.684965,-79.446149,Caledonia-Fairbanks,York
37 Drewry Ave UNIT 9, Toronto,ON,M2M0B4,Canada,43.786348,-79.419345,Newtonbrook,North York
60 Alexandra Wood, Toronto,ON,M5N2S5,Canada,43.71411,-79.425653,Roselawn,Central Toronto
95 Vine Ave, Toronto,ON,M6P1V8,Canada,43.66645,-79.468112,High Park,West Toronto
33 Sheppard Ave E #1800, Toronto,ON,M2N7K1,Canada,43.761229,-79.408934,Willowdale South,North York
82 York Rd, Toronto,ON,M2L1H8,Canada,43.746179,-79.384607,Silver Hills,North York
2152 Bayview Ave, Toronto,ON,M4N0A4,Canada,43.723305,-79.379711,Lawrence Park,Central Toronto
585 Bloor St E #521, Toronto,ON,M4W0B3,Canada,43.671653,-79.371638,Rosedale,Downtown Toronto
60 Manorglen Cres, Toronto,ON,M1S1W4,Canada,43.780125,-79.271026,Agincourt,Scarborough
212 Cocksfield Ave, Toronto,ON,M3H3T7,Canada,43.753818,-79.454186,Bathurst Manor,North York
99 Broadway Ave #2902, Toronto,ON,M4P0E3,Canada,43.710514,-79.393306,Davisville North,Central Toronto
5 Pembury Ave, Toronto,ON,M4N3K4,Canada,43.725688,-79.381034,Lawrence Park,Central Toronto
155 Grenadier Rd, Toronto,ON,M6R1R5,Canada,43.648363,-79.45151,Parkdale,West Toronto
50 Yorkville Ave #5202, Toronto,ON,M4W0A3,Canada,43.671667,-79.389667,Rosedale,Downtown Toronto
108 Sandringham Dr, Toronto,ON,M3H1C9,Canada,43.746887,-79.420259,Bathurst Manor,North York
208 Queens Quay W #511, Toronto,ON,M5J2Y5,Canada,43.64009,-79.381499,Harbourfront East,Downtown Toronto
12 Madison Ave, Toronto,ON,M5R2S1,Canada,43.667759,-79.403321,The Annex,Central Toronto
32 Roxborough St E, Toronto,ON,M4W1V6,Canada,43.678482,-79.387974,Rosedale,Downtown Toronto
4 Allen Ave, Toronto,ON,M8V1R8,Canada,43.612936,-79.49066,Humber Bay Shores,Etobicoke
58 Masseygrove Cres, Toronto,ON,M9V3C9,Canada,43.737847,-79.58269,Albion Gardens,Etobicoke
22 Malamute Cres, Toronto,ON,M1T2C7,Canada,43.777993,-79.302685,Clarks Corners,Scarborough
9 Windermere Ave #TOWNHOUSE 94, Toronto,ON,M6S5A4,Canada,43.636805,-79.468161,Runnymede,West Toronto
62 Elm Ave, Toronto,ON,M4W1N7,Canada,43.67613,-79.375547,Rosedale,Downtown Toronto
271 Major St, Toronto,ON,M5S2L5,Canada,43.665445,-79.405732,Harbord,Downtown Toronto
194 Clendenan Ave, Toronto,ON,M6P2X2,Canada,43.656977,-79.471809,High Park,West Toronto
297 Oriole Pkwy, Toronto,ON,M5P2H6,Canada,43.70077,-79.404051,Forest Hill North,Central Toronto
1244 College St, Toronto,ON,M6H1C2,Canada,43.651641,-79.438166,Dovercourt Village,West Toronto
330 Dixon Rd #2705, Toronto,ON,M9R1S9,Canada,43.695777,-79.553152,Kingsview Village,Etobicoke
11 Livonia Pl #18, Toronto,ON,M1E4W5,Canada,43.785465,-79.205888,Guildwood,Scarborough
35 Balmuto St #2101, Toronto,ON,M4Y0A3,Canada,43.669472,-79.387488,Church and Wellesley,Downtown Toronto
335 Mill Rd #703, Toronto,ON,M9C1Y6,Canada,43.639973,-79.584581,Bloordale Gardens,Etobicoke
66 Loradeen Cres, Toronto,ON,M1B1T8,Canada,43.81339,-79.232371,Rouge,Scarborough
44 Branstone Rd, Toronto,ON,M6E4E4,Canada,43.691621,-79.453661,Caledonia-Fairbanks,York
42 Mossbank Dr, Toronto,ON,M1G2C3,Canada,43.765598,-79.212505,Woburn,Scarborough
2 1st Ave, Toronto,ON,M4M1W8,Canada,43.664898,-79.351918,Studio District,East Toronto
16 Muskoka Ave, Toronto,ON,M8W1H3,Canada,43.59184,-79.532076,Alderwood,Etobicoke
106 Varna Dr #TOWNHOUSE 10, Toronto,ON,M6A0C8,Canada,43.723122,-79.445784,Lawrence Heights,North York
575 Avenue Rd #704, Toronto,ON,M4V2K2,Canada,43.688637,-79.401726,Deer Park,Central Toronto
8 Swansdown Dr, Toronto,ON,M2L2N1,Canada,43.759947,-79.373036,Silver Hills,North York
15 Holmes Ave #2405, Toronto,ON,M2N4L8,Canada,43.777812,-79.413863,Willowdale South,North York
10 Avery Ave, Toronto,ON,M9C1K2,Canada,43.633967,-79.564557,Bloordale Gardens,Etobicoke
35 Emerald Cres, Toronto,ON,M8V2B3,Canada,43.59614,-79.502746,Humber Bay Shores,Etobicoke
3151 Bridletowne Cir #1901, Toronto,ON,M1W2T1,Canada,43.797559,-79.319846,L'Amoreaux West,Scarborough
590 Briar Hill Ave, Toronto,ON,M5N1M9,Canada,43.709509,-79.420538,Roselawn,Central Toronto
3 Thornhill Ave, Toronto,ON,M6S4C3,Canada,43.65734,-79.488801,Runnymede,West Toronto
17 Lesmount Ave, Toronto,ON,M4J3V5,Canada,43.690336,-79.339941,East Toronto,East York
100 Mornelle Ct #1039, Toronto,ON,M1E4X2,Canada,43.78722,-79.194677,Guildwood,Scarborough
70 Distillery Ln #1508, Toronto,ON,M5A0E3,Canada,43.650118,-79.357935,Harbourfront,Downtown Toronto
91 Bedford Rd, Toronto,ON,M5R2K4,Canada,43.671488,-79.398264,The Annex,Central Toronto
340 Dixon Rd #1508, Toronto,ON,M9R1T1,Canada,43.695609,-79.553852,Kingsview Village,Etobicoke
237 McRoberts Ave, Toronto,ON,M6E4P3,Canada,43.681676,-79.455673,Caledonia-Fairbanks,York
262 Saint Helens Ave #106, Toronto,ON,M6H4A4,Canada,43.656487,-79.443717,Dovercourt Village,West Toronto
241 B Evelyn Ave, Toronto,ON,M6P2Z8,Canada,43.662514,-79.475521,High Park,West Toronto
32 Windsor Rd, Toronto,ON,M9R3G4,Canada,43.699963,-79.556916,Kingsview Village,Etobicoke
62 Martin Grove Rd, Toronto,ON,M9B4K4,Canada,43.643724,-79.547155,Cloverdale,Etobicoke
44 Standish Ave, Toronto,ON,M4W3B1,Canada,43.688505,-79.371183,Rosedale,Downtown Toronto
25 Ritchie Ave #PENTHOUSE 510, Toronto,ON,M6R2J6,Canada,43.652358,-79.450119,Parkdale,West Toronto
80 John St #1603, Toronto,ON,M5V3X4,Canada,43.646874,-79.390188,CN Tower,Downtown Toronto
39 Standish Ave, Toronto,ON,M4W3B2,Canada,43.6885,-79.370482,Rosedale,Downtown Toronto
77 Glenmore Rd, Toronto,ON,M4L3M2,Canada,43.678005,-79.310652,The Beaches West,East Toronto
30 Northland Ave, Toronto,ON,M6N2C6,Canada,43.678734,-79.47552,The Junction North,York
17 Edilou Dr, Toronto,ON,M8W4B1,Canada,43.605996,-79.531532,Alderwood,Etobicoke
2130 Weston Rd #304, Toronto,ON,M9N3R9,Canada,43.702433,-79.524659,Weston,York
186 Phyllis Ave, Toronto,ON,M1M1Y8,Canada,43.730854,-79.230523,Cliffcrest,Scarborough
132 Grey Rd, Toronto,ON,M5M4G1,Canada,43.731779,-79.423122,Bedford Park,North York
4645 Jane St #720, Toronto,ON,M3N2K9,Canada,43.769446,-79.519808,Downsview Northwest,North York
100 Glenvale Blvd, Toronto,ON,M4G2V9,Canada,43.717745,-79.371309,Leaside,East York
319 Betty Ann Dr, Toronto,ON,M2R1B4,Canada,43.764741,-79.436434,Willowdale West,North York
335 Lonsdale Rd #406, Toronto,ON,M5P1R4,Canada,43.68827,-79.413549,Forest Hill North,Central Toronto
37 Marjory Ave, Toronto,ON,M4M2Y2,Canada,43.667421,-79.336653,Studio District,East Toronto
10 Livonia Pl #149, Toronto,ON,M1E4W6,Canada,43.785922,-79.206031,Guildwood,Scarborough
4645 Jane St #818, Toronto,ON,M3N2K9,Canada,43.769446,-79.519808,Downsview Northwest,North York
42 Heathview Ave, Toronto,ON,M2K2C1,Canada,43.783169,-79.385634,Bayview Village,North York
561 Arlington Ave, Toronto,ON,M6C3A6,Canada,43.694701,-79.434216,Humewood-Cedarvale,York
2088 Lawrence Ave W #603, Toronto,ON,M9N3Z9,Canada,43.699951,-79.518563,Weston,York
210 Gowan Ave, Toronto,ON,M4J2K6,Canada,43.689278,-79.345064,East Toronto,East York
52 Sproat Ave, Toronto,ON,M4M1W4,Canada,43.668518,-79.33323,Studio District,East Toronto
311 Bay St #4801, Toronto,ON,M5H4G5,Canada,43.649756,-79.380323,Adelaide,Downtown Toronto
35 Brian Peck Cres #807, Toronto,ON,M4G0A5,Canada,43.714593,-79.354388,Leaside,East York
40 Thorny Vine Way, Toronto,ON,M2J4J2,Canada,43.785524,-79.368264,Fairview,North York
166 Gordon Rd, Toronto,ON,M2P1E8,Canada,43.749409,-79.388568,York Mills West,North York
365 Beech Ave #PENTHOUSE 1, Toronto,ON,M4E0C2,Canada,43.680037,-79.29045,The Beaches,East Toronto
926 Willowdale Ave, Toronto,ON,M2M3C1,Canada,43.785882,-79.409553,Newtonbrook,North York
2 Josephine Rd, Toronto,ON,M3H3G4,Canada,43.743761,-79.447819,Bathurst Manor,North York
39B Oriole Rd, Toronto,ON,M4V2E6,Canada,43.688419,-79.40019,Deer Park,Central Toronto
50 Grandravine Dr #8, Toronto,ON,M3J1B1,Canada,43.753029,-79.489411,Northwood Park,North York
170 Strathallan Blvd, Toronto,ON,M5N1T1,Canada,43.714008,-79.417412,Roselawn,Central Toronto
85 Bloor St E #1709, Toronto,ON,M4W3Y1,Canada,43.670479,-79.384571,Rosedale,Downtown Toronto
29 Checkendon Dr, Toronto,ON,M9W2Y8,Canada,43.732732,-79.57325,Northwest,Etobicoke
418 Davenport Rd, Toronto,ON,M4V1B5,Canada,43.678098,-79.406458,Deer Park,Central Toronto
65 Scadding Ave #422, Toronto,ON,M5A4L1,Canada,43.648874,-79.365216,Harbourfront,Downtown Toronto
524 Scarborough Golf Club Rd, Toronto,ON,M1G1H2,Canada,43.760083,-79.215919,Woburn,Scarborough
42 Old Bridle Path, Toronto,ON,M4T1A7,Canada,43.687267,-79.376363,Moore Park,Central Toronto
368 Markham St, Toronto,ON,M6G2K9,Canada,43.658121,-79.410024,Christie,Downtown Toronto
24A Massey St, Toronto,ON,M6J3T7,Canada,43.642716,-79.413217,Little Portugal,West Toronto
428 Connaught Ave, Toronto,ON,M2R2M3,Canada,43.784968,-79.43885,Willowdale West,North York
650 Queens Quay W #921, Toronto,ON,M5V3N2,Canada,43.635702,-79.398839,CN Tower,Downtown Toronto
277 Indian Rd, Toronto,ON,M6R2X4,Canada,43.652109,-79.455322,Parkdale,West Toronto
61 Arjay Cres, Toronto,ON,M2L1C6,Canada,43.73848,-79.383368,Silver Hills,North York
113 Burrows Hall Blvd, Toronto,ON,M1B1Z7,Canada,43.791652,-79.231091,Rouge,Scarborough
21 Kirk Bradden Rd W, Toronto,ON,M8Y2G1,Canada,43.638302,-79.502855,Humber Bay,Etobicoke
272 Rumsey Rd, Toronto,ON,M4G1P9,Canada,43.712369,-79.369841,Leaside,East York
115 10th St, Toronto,ON,M8V3E9,Canada,43.599655,-79.508115,Humber Bay Shores,Etobicoke
200 AC Merton St, Toronto,ON,M4S1A1,Canada,43.697552,-79.390292,Davisville,Central Toronto
700 King St W UNIT 604, Toronto,ON,M5V2Y6,Canada,43.644124,-79.403262,CN Tower,Downtown Toronto
91 Valecrest Dr, Toronto,ON,M9A4P5,Canada,43.675971,-79.520516,Islington Avenue,Etobicoke
135 Holborne Ave, Toronto,ON,M4C2R5,Canada,43.69443,-79.318652,Woodbine Heights,East York
1 Bolingbroke Rd, Toronto,ON,M6B3L5,Canada,43.712749,-79.448179,Glencairn,North York
1285 Dupont St #2301, Toronto,ON,M6H0E3,Canada,43.667732,-79.442661,Dovercourt Village,West Toronto
491 Jane St, Toronto,ON,M6S4A1,Canada,43.661375,-79.489035,Runnymede,West Toronto
152 Stanley Ave, Toronto,ON,M8V1N9,Canada,43.614753,-79.496794,Humber Bay Shores,Etobicoke
5795 Yonge St UNIT 611, Toronto,ON,M2M4J3,Canada,43.784366,-79.415164,Newtonbrook,North York
75 Queens Wharf Rd #3901, Toronto,ON,M5V0J8,Canada,43.63836,-79.398657,CN Tower,Downtown Toronto
21 Tinbury Pl, Toronto,ON,M1B1J7,Canada,43.793992,-79.225331,Rouge,Scarborough
4 Flatwoods Dr, Toronto,ON,M1V4H4,Canada,43.826499,-79.285113,Agincourt North,Scarborough
1438A Dufferin St, Toronto,ON,M6H3L1,Canada,43.67111,-79.440411,Dovercourt Village,West Toronto
38 Smithwood Dr, Toronto,ON,M9B4R9,Canada,43.643535,-79.552893,Cloverdale,Etobicoke
88 Willowridge Rd, Toronto,ON,M9R3Z4,Canada,43.678549,-79.57346,Kingsview Village,Etobicoke
27 Burkwood Cres, Toronto,ON,M1B1N8,Canada,43.802005,-79.213927,Rouge,Scarborough
63 Cleveland St, Toronto,ON,M4S2W3,Canada,43.701838,-79.37765,Davisville,Central Toronto
52 Rosedale Rd, Toronto,ON,M4W2P6,Canada,43.676621,-79.384891,Rosedale,Downtown Toronto
62 Kay Dr, Toronto,ON,M9V4X7,Canada,43.757867,-79.592178,Albion Gardens,Etobicoke
155 Dalhousie St #1054, Toronto,ON,M5B2P7,Canada,43.657615,-79.376789,Ryerson,Downtown Toronto
5949 Yonge St #803, Toronto,ON,M2M3V8,Canada,43.787691,-79.416986,Newtonbrook,North York
38 Ravensbourne Cres, Toronto,ON,M9A2A8,Canada,43.67637,-79.539166,Islington Avenue,Etobicoke
9 Greenview Ave, Toronto,ON,M2M4M7,Canada,43.779808,-79.418417,Newtonbrook,North York
68 Yorkville Ave #304, Toronto,ON,M5R3V7,Canada,43.671482,-79.390514,The Annex,Central Toronto
375 King St W #2302, Toronto,ON,M5V1K5,Canada,43.6457,-79.393154,CN Tower,Downtown Toronto
274 Carlton St, Toronto,ON,M5A2L5,Canada,43.664973,-79.366388,Harbourfront,Downtown Toronto
70 Pynford Cres, Toronto,ON,M3A1W8,Canada,43.758039,-79.318002,Parkwoods,North York
75 The Donway W #805, Toronto,ON,M3C2E9,Canada,43.732752,-79.345652,Flemingdon Park,North York
80 Crescent Rd UNIT 300, Toronto,ON,M4W1T5,Canada,43.67805,-79.384721,Rosedale,Downtown Toronto
4 Bowman St, Toronto,ON,M4X1T9,Canada,43.665666,-79.364223,Cabbagetown,Downtown Toronto
53 Lynnford Dr, Toronto,ON,M9B1H8,Canada,43.633447,-79.553653,Cloverdale,Etobicoke
185 Dawlish Ave, Toronto,ON,M4N1H6,Canada,43.722026,-79.390921,Lawrence Park,Central Toronto
40 Exmoor Dr, Toronto,ON,M8W1R5,Canada,43.592477,-79.543761,Alderwood,Etobicoke
131 Brickworks Ln #BL131, Toronto,ON,M6N5H8,Canada,43.67497,-79.468291,The Junction North,York
195 Upper Canada Dr, Toronto,ON,M2P1T2,Canada,43.759994,-79.394588,York Mills West,North York
36 Wilson Park Rd, Toronto,ON,M6K3B5,Canada,43.637544,-79.44199,Brockton,West Toronto
197 S Woodrow Blvd, Toronto,ON,M1N3M1,Canada,43.703661,-79.261775,Birch Cliff,Scarborough
391 Wellesley St E, Toronto,ON,M4X1H5,Canada,43.668839,-79.365713,Cabbagetown,Downtown Toronto
488 University Ave #2507, Toronto,ON,M5G0C1,Canada,43.655154,-79.38905,Central Bay Street,Downtown Toronto
76 Dalegrove Cres, Toronto,ON,M9B6A9,Canada,43.672876,-79.566173,Cloverdale,Etobicoke
67 Hillholm Rd, Toronto,ON,M5P1M4,Canada,43.697374,-79.411721,Forest Hill North,Central Toronto
26 Crimson Millway, Toronto,ON,M2L1T6,Canada,43.752006,-79.382613,Silver Hills,North York
83 Bayview Rdg, Toronto,ON,M2L1E3,Canada,43.740734,-79.385072,Silver Hills,North York
25 Laidlaw St #516, Toronto,ON,M6K1X3,Canada,43.640554,-79.426294,Brockton,West Toronto
70 Oriole Rd, Toronto,ON,M4V2G1,Canada,43.689811,-79.401305,Deer Park,Central Toronto
59 Annie Craig Dr #1003, Toronto,ON,M8V0C4,Canada,43.624949,-79.478244,Humber Bay Shores,Etobicoke
16 Brookers Ln #2207, Toronto,ON,M8V0A5,Canada,43.62693,-79.47851,Humber Bay Shores,Etobicoke
95 Gaydon Ave, Toronto,ON,M9M1G8,Canada,43.721696,-79.530577,Emery,North York
77 McMurrich St #308, Toronto,ON,M5R3V3,Canada,43.674812,-79.39012,The Annex,Central Toronto
37 Vine Ave, Toronto,ON,M6P1V6,Canada,43.66642,-79.466366,High Park,West Toronto
25 Janus Ct, Toronto,ON,M2H1S3,Canada,43.807397,-79.369761,Hillcrest Village,North York
19 Hedgewood Rd, Toronto,ON,M2L1L4,Canada,43.743342,-79.397858,Silver Hills,North York
500 Donlands Ave, Toronto,ON,M4J3S7,Canada,43.696155,-79.346168,East Toronto,East York
435 Meadowvale Rd, Toronto,ON,M1C1S6,Canada,43.78853,-79.161669,Highland Creek,Scarborough
133 Cordella Ave, Toronto,ON,M6N2K1,Canada,43.679261,-79.4857,The Junction North,York
97 Post Rd, Toronto,ON,M3B1J3,Canada,43.738724,-79.367822,Don Mills North,North York
7 Wortham Dr, Toronto,ON,M1G1W5,Canada,43.762929,-79.224939,Woburn,Scarborough
25 Lower Simcoe St #318, Toronto,ON,M5J3A1,Canada,43.641411,-79.383308,Harbourfront East,Downtown Toronto
503 Beecroft Rd #905, Toronto,ON,M2N0A2,Canada,43.778232,-79.417772,Willowdale South,North York
52 Forest Manor Rd #521, Toronto,ON,M2J0E2,Canada,43.772384,-79.344395,Fairview,North York
30 Herons Hill Way #506, Toronto,ON,M2J0A7,Canada,43.774938,-79.335458,Fairview,North York
25 Bamburgh Cir #929, Toronto,ON,M1W3W2,Canada,43.815497,-79.325582,L'Amoreaux West,Scarborough
13 Riverlea Rd, Toronto,ON,M9P2B1,Canada,43.699382,-79.522934,Westmount,Etobicoke
70 Annie Craig Dr #807, Toronto,ON,M8V0G2,Canada,43.624739,-79.478962,Humber Bay Shores,Etobicoke
50 Merchant Ln #105, Toronto,ON,M6P4J6,Canada,43.656875,-79.445518,High Park,West Toronto
2 Dailing Gate #19, Toronto,ON,M1B1Z8,Canada,43.791144,-79.229702,Rouge,Scarborough
61 Fulbert Cres, Toronto,ON,M1S1C5,Canada,43.790312,-79.287079,Agincourt,Scarborough
435 Middlefield Rd #56, Toronto,ON,M1S5W1,Canada,43.808839,-79.256579,Agincourt,Scarborough
10 Edgecliff Golfway #317, Toronto,ON,M3C3A3,Canada,43.719222,-79.326516,Flemingdon Park,North York
460 Adelaide St E #820, Toronto,ON,M5A0E7,Canada,43.652787,-79.3668,Harbourfront,Downtown Toronto
203 Medland St, Toronto,ON,M6P2N6,Canada,43.66441,-79.466577,High Park,West Toronto
21 Markbrook Ln #407, Toronto,ON,M9V5E4,Canada,43.758626,-79.587586,Albion Gardens,Etobicoke
3 Marine Parade Dr #808, Toronto,ON,M8V3Z5,Canada,43.630233,-79.47622,Humber Bay Shores,Etobicoke
4 Park Vis #1006, Toronto,ON,M4B3M8,Canada,43.697968,-79.299349,Woodbine Gardens,East York
135 Village Green Sq #418, Toronto,ON,M1S0G4,Canada,43.777872,-79.280751,Agincourt,Scarborough
61 Markbrook Ln #509, Toronto,ON,M9V5E7,Canada,43.759225,-79.585149,Albion Gardens,Etobicoke
67 Lake Promenade, Toronto,ON,M8W1A2,Canada,43.590523,-79.522767,Alderwood,Etobicoke
296 Torresdale Ave #17, Toronto,ON,M2R3N3,Canada,43.7896,-79.45287,Willowdale West,North York
262 Senlac Rd, Toronto,ON,M2R1P8,Canada,43.770953,-79.428126,Willowdale West,North York
32 Forest Manor Rd #416, Toronto,ON,M2J0C2,Canada,43.771726,-79.344794,Fairview,North York
423 Guildwood Pkwy, Toronto,ON,M1E1R3,Canada,43.750362,-79.185067,Guildwood,Scarborough
470 Front St W #1301, Toronto,ON,M5V0V6,Canada,43.642512,-79.395988,CN Tower,Downtown Toronto
3237 Bayview Ave #510, Toronto,ON,M2K0G1,Canada,43.790112,-79.392793,Bayview Village,North York
25 Broadway Ave UNIT 1105, Toronto,ON,M4P1T7,Canada,43.709918,-79.395912,Davisville North,Central Toronto
70 Thomas Mulholland Dr #8, Toronto,ON,M3K0A5,Canada,43.73587,-79.478063,CFB Toronto,North York
15 B Medford Ave, Toronto,ON,M1L4G1,Canada,43.695692,-79.271575,Clairlea,Scarborough
106 Yardley Ave, Toronto,ON,M4B2B1,Canada,43.713354,-79.300924,Woodbine Gardens,East York
129 McMahon Dr #TOWNHOUSE 03, Toronto,ON,M2K0C2,Canada,43.767654,-79.371136,Bayview Village,North York
73 Richmond St W #L02, Toronto,ON,M5H4E8,Canada,43.650733,-79.382286,Adelaide,Downtown Toronto
213 Macdonell Ave, Toronto,ON,M6R2A4,Canada,43.64631,-79.439954,Parkdale,West Toronto
38 Dan Leckie Way #1607, Toronto,ON,M5V2V6,Canada,43.637492,-79.398104,CN Tower,Downtown Toronto
11 Charlotte St #402, Toronto,ON,M5V0M6,Canada,43.646378,-79.39367,CN Tower,Downtown Toronto
9 Michael Power Pl E #615, Toronto,ON,M9A0A5,Canada,43.644663,-79.529405,Islington Avenue,Etobicoke
3220 Sheppard Ave E #1506, Toronto,ON,M1T3K3,Canada,43.777968,-79.312305,Clarks Corners,Scarborough
8 Tippett Rd #801, Toronto,ON,M3H0E7,Canada,43.732384,-79.446637,Bathurst Manor,North York
3 Everson Dr #528, Toronto,ON,M2N7C2,Canada,43.756938,-79.406496,Willowdale South,North York
121 Ford St #109, Toronto,ON,M6N3A1,Canada,43.673343,-79.462184,The Junction North,York
20 Tubman Ave #2307, Toronto,ON,M5A0M8,Canada,43.660593,-79.359349,Harbourfront,Downtown Toronto
19 Western Battery Rd #2310, Toronto,ON,M6K3N9,Canada,43.63957,-79.411329,Brockton,West Toronto
111 3rd St, Toronto,ON,M8V2Y1,Canada,43.603827,-79.501393,Humber Bay Shores,Etobicoke
45 Strader Ave, Toronto,ON,M6C1R1,Canada,43.693481,-79.44039,Humewood-Cedarvale,York
224 Coronation Dr, Toronto,ON,M1E2J4,Canada,43.762523,-79.181993,Guildwood,Scarborough
8 Rosebank Dr #16H, Toronto,ON,M1B5Z3,Canada,43.791844,-79.237284,Rouge,Scarborough
28 Empress Ave #1916, Toronto,ON,M2N6Z7,Canada,43.769982,-79.411745,Willowdale South,North York
319 Laird Dr, Toronto,ON,M4G3X7,Canada,43.716006,-79.365486,Leaside,East York
128 Hazelton Ave #801, Toronto,ON,M5R2E5,Canada,43.674903,-79.39488,The Annex,Central Toronto
18 Kipling Grove Ct, Toronto,ON,M9B0C6,Canada,43.662635,-79.551649,Cloverdale,Etobicoke
488 Roselawn Ave, Toronto,ON,M5N1J8,Canada,43.70797,-79.414299,Roselawn,Central Toronto
3 Sutherland Ave, Toronto,ON,M4C1R8,Canada,43.691634,-79.289858,Woodbine Heights,East York
33 Edwin Ave, Toronto,ON,M6P3Z5,Canada,43.662925,-79.454429,High Park,West Toronto
21 Fusilier Dr, Toronto,ON,M1L0C2,Canada,43.717232,-79.279496,Clairlea,Scarborough
121 Valley Stream Dr, Toronto,ON,M1V2A4,Canada,43.821396,-79.262866,Agincourt North,Scarborough
