Street,City,Province,Zip,Price,Bedrooms,Bathrooms,Square Footage
128 Cordova St W #4004, Vancouver,BC,V6B0E6,"C$699,000",1 bd,1 ba,646 sqft
4393 Puget Dr, Vancouver,BC,V6L2V7,"C$4,390,000",5 bds,4 ba,"3,573 sqft"
710 Chilco St #303, Vancouver,BC,V6G2P9,"C$998,000",2 bds,1 ba,965 sqft
1468 W 14th Ave #703, Vancouver,BC,V6H0A2,"C$1,188,000",2 bds,2 ba,900 sqft
1048 E 7th Ave #3A, Vancouver,BC,V5T1P7,"C$699,000",2 bds,1 ba,698 sqft
33 W Pender St #504, Vancouver,BC,V6B0E5,"C$650,000",1 bd,1 ba,770 sqft
756 W 22nd Ave, Vancouver,BC,V5Z1Z7,"C$3,998,000",4 bds,4 ba,"2,773 sqft"
4573 Slocan St #201, Vancouver,BC,V5R1Z8,"C$829,999",2 bds,2 ba,820 sqft
3982 W 35th Ave, Vancouver,BC,V6N2P2,"C$5,600,000",5 bds,5 ba,"3,872 sqft"
1633 W 8th Ave #506, Vancouver,BC,V6J5H7,"C$998,800",2 bds,2 ba,"1,032 sqft"
239 W 16th Ave, Vancouver,BC,V5Y1Y8,"C$2,189,000",5 bds,3 ba,"2,306 sqft"
1510 W 33rd Ave, Vancouver,BC,V6M1A7,"C$6,880,000",6 bds,10 ba,"7,748 sqft"
3018 Knight St, Vancouver,BC,V5N3K4,"C$2,599,000",6 bds,4 ba,"2,480 sqft"
730 Hawks Ave, Vancouver,BC,V6A3J3,"C$1,299,000",3 bds,3 ba,"1,361 sqft"
638 W 17th Ave, Vancouver,BC,V5Z1T8,"C$2,899,999",8 bds,4 ba,"3,047 sqft"
3491 E Pender St, Vancouver,BC,V5K2C9,"C$1,960,000",4 bds,4 ba,"2,532 sqft"
885 Cambie St #2104, Vancouver,BC,V6B0R6,"C$2,438,000",3 bds,3 ba,"1,434 sqft"
1502 Island Park Walk #301, Vancouver,BC,V6H3Z8,"C$1,249,000",2 bds,2 ba,"1,079 sqft"
1508 W 61st Ave, Vancouver,BC,V5P2J4,"C$1,250,000",3 bds,3 ba,"1,100 sqft"
1068 W 15th Ave, Vancouver,BC,V6H1R6,"C$1,499,999",3 bds,3 ba,"1,115 sqft"
2618 W 15th Ave, Vancouver,BC,V6K2Z5,"C$2,998,000",4 bds,3 ba,"2,571 sqft"
1534 Harwood St #702, Vancouver,BC,V6G1X9,"C$327,000",1 bd,1 ba,550 sqft
1369 E 24th Ave, Vancouver,BC,V5V1Z4,"C$1,239,000",2 bds,2 ba,"1,173 sqft"
1777 Bayshore Dr #1101, Vancouver,BC,V6G3H2,"C$2,899,900",3 bds,3 ba,"1,786 sqft"
4815 Eldorado Mews #2401, Vancouver,BC,V5R0B2,"C$868,000",2 bds,2 ba,871 sqft
431 Heatley Ave, Vancouver,BC,V6A3G6,"C$1,599,900",2 bds,3 ba,"1,469 sqft"
7418 Paulson St #903, Vancouver,BC,V6P0K2,"C$1,400,000",2 bds,2 ba,"1,017 sqft"
49 Cordova St E, Vancouver,BC,V6A1K3,"C$1,049,000",1 bd,2 ba,"1,049 sqft"
1450 W 6th Ave #307, Vancouver,BC,V6H4H9,"C$1,298,000",2 bds,2 ba,"1,158 sqft"
3707 Hudson St, Vancouver,BC,V6H3A6,"C$7,980,000",5 bds,4 ba,"4,896 sqft"
1188 Richards St #402, Vancouver,BC,V6B3E6,"C$499,900",1 bd,1 ba,405 sqft
2275 W 40th Ave #204, Vancouver,BC,V6M1W7,"C$949,000",2 bds,2 ba,"1,128 sqft"
45 W 15th Ave, Vancouver,BC,V5Y1X7,"C$2,589,900",4 bds,4 ba,"2,077 sqft"
1188 Howe St #607, Vancouver,BC,V6Z2S8,"C$789,000",2 bds,2 ba,821 sqft
371 E 16th Ave, Vancouver,BC,V5T2T7,"C$1,575,000",3 bds,3 ba,"1,455 sqft"
1501 Atlas Ln, Vancouver,BC,V6P0C9,"C$2,999,000",2 bds,3 ba,"2,951 sqft"
1735 W 16th Ave, Vancouver,BC,V6J2L9,"C$2,388,000",2 bds,3 ba,"2,313 sqft"
356 W 15th Ave #2, Vancouver,BC,V5Y1Y2,"C$1,098,000",2 bds,1 ba,876 sqft
8131 Nunavut Ln #2502, Vancouver,BC,V5X0E2,"C$868,000",2 bds,2 ba,779 sqft
4615 W 4th Ave, Vancouver,BC,V6R1R6,"C$3,368,000",5 bds,2 ba,"2,300 sqft"
1383 W 32nd Ave, Vancouver,BC,V6H2J4,"C$10,280,000",4 bds,3 ba,"4,410 sqft"
6511 Chambord Pl #40, Vancouver,BC,V5S4P2,"C$1,398,000",4 bds,2 ba,"1,820 sqft"
2550 Garden Dr #302, Vancouver,BC,V5N4X6,"C$814,900",1 bd,1 ba,637 sqft
3225 Clark Dr, Vancouver,BC,V5V4Y1,"C$1,699,900",4 bds,4 ba,"1,616 sqft"
3835 Selkirk St, Vancouver,BC,V6H2Z1,"C$7,990,000",6 bds,7 ba,"6,257 sqft"
1111 Richards St #2705, Vancouver,BC,V6B0S3,"C$2,999,000",3 bds,3 ba,"1,781 sqft"
8283 Heather St, Vancouver,BC,V6P6S8,"C$1,990,000",4 bds,3 ba,"1,993 sqft"
1375 Graveley St, Vancouver,BC,V5L3A1,"C$1,899,900",6 bds,3 ba,"2,620 sqft"
557 Rupert St, Vancouver,BC,V5K4K6,"C$1,799,000",6 bds,2 ba,"1,776 sqft"
1239 Georgia St W #2803, Vancouver,BC,V6E4R8,"C$2,199,000",4 bds,4 ba,"2,445 sqft"
5755 Angus Dr, Vancouver,BC,V6M3N7,"C$10,880,000",7 bds,8 ba,"5,660 sqft"
1419 E 27th Ave, Vancouver,BC,V5N2W6,"C$1,588,000",3 bds,2 ba,"1,359 sqft"
2275 E Pender St, Vancouver,BC,V5L1X5,"C$1,599,000",4 bds,2 ba,"1,842 sqft"
2888 Cambie St #702, Vancouver,BC,V5Z0H3,"C$1,300,000",2 bds,2 ba,"1,041 sqft"
2277 E 30th Ave #309, Vancouver,BC,V5N5N1,"C$439,000",1 bd,1 ba,686 sqft
8488 Cornish St #619, Vancouver,BC,V6P0C2,"C$918,900",2 bds,2 ba,898 sqft
4455 W 1st Ave, Vancouver,BC,V6R4H9,"C$6,490,000",5 bds,6 ba,"3,995 sqft"
2210 Willow St, Vancouver,BC,V5Z0C8,"C$1,848,000",4 bds,3 ba,"1,689 sqft"
3061 E Kent Ave N #1205, Vancouver,BC,V5S2L7,"C$724,500",2 bds,2 ba,"1,247 sqft"
1000 Beach Ave #704, Vancouver,BC,V6E4M2,"C$1,498,000",2 bds,2 ba,"1,280 sqft"
2190 W 7th Ave #111, Vancouver,BC,V6K4K7,"C$649,900",1 bd,1 ba,496 sqft
1283 Howe St #3208, Vancouver,BC,V6Z0E3,"C$1,078,000",2 bds,2 ba,785 sqft
1499 W Pender St #1303, Vancouver,BC,V6G2S3,"C$1,638,000",2 bds,3 ba,"1,220 sqft"
4007 W 19th Ave, Vancouver,BC,V6S1E2,"C$4,398,000",5 bds,6 ba,"2,967 sqft"
4907 Walden St, Vancouver,BC,V5W2V6,"C$1,899,000",3 bds,2 ba,"1,749 sqft"
3838 W 50th Ave, Vancouver,BC,V6N3V5,"C$5,135,555",5 bds,6 ba,"4,098 sqft"
2437 W 1st Ave #1, Vancouver,BC,V6K1G5,"C$1,475,000",2 bds,2 ba,"1,209 sqft"
1368 Minto Cres, Vancouver,BC,V6H2J5,"C$11,888,000",8 bds,10 ba,"8,677 sqft"
8645 Osler St #301, Vancouver,BC,V6P4E6,"C$419,900",1 bd,1 ba,584 sqft
4085 Puget Dr, Vancouver,BC,V6L2V3,"C$6,288,000",6 bds,6 ba,"4,664 sqft"
2020 E Kent Ave SE #411, Vancouver,BC,V5P4X2,"C$925,000",2 bds,2 ba,"1,061 sqft"
1616 W 13th Ave #502, Vancouver,BC,V6J2G6,"C$888,800",2 bds,2 ba,"1,049 sqft"
499 Broughton St #1703, Vancouver,BC,V6G3K1,"C$1,688,000",2 bds,2 ba,"1,148 sqft"
910 Beach Ave #503, Vancouver,BC,V6Z2W7,"C$525,000",Studio,1 ba,417 sqft
180 E 2nd Ave #1012, Vancouver,BC,V5T1B5,"C$749,990",1 bd,1 ba,564 sqft
2671 McBain Ave, Vancouver,BC,V6L2C7,"C$5,580,000",7 bds,7 ba,"4,207 sqft"
2658 Morningstar Cres #17, Vancouver,BC,V5S4P4,"C$1,049,000",3 bds,2 ba,"1,544 sqft"
1616 Bayshore Dr #202, Vancouver,BC,V6G3L1,"C$1,688,000",2 bds,2 ba,"1,365 sqft"
1330 Harwood St #708, Vancouver,BC,V6E1S8,"C$518,300",1 bd,1 ba,620 sqft
2509 W 37th Ave, Vancouver,BC,V6N2T2,"C$2,048,800",3 bds,2 ba,"1,348 sqft"
1748 E 55th Ave, Vancouver,BC,V5P1Z6,"C$2,598,000",7 bds,6 ba,"3,339 sqft"
1283 Howe St #3405, Vancouver,BC,V6Z0E3,"C$689,000",1 bd,1 ba,545 sqft
1461 E 64th Ave, Vancouver,BC,V5P2M4,"C$1,999,999",5 bds,3 ba,"2,337 sqft"
1919 E 3rd Ave, Vancouver,BC,V5N1H4,"C$1,399,000",3 bds,3 ba,"1,000 sqft"
168 Powell St #302, Vancouver,BC,V6A0B2,"C$468,000",1 bd,1 ba,557 sqft
1782 W 6th Ave, Vancouver,BC,V6J0E5,"C$1,399,000",2 bds,3 ba,"1,198 sqft"
1330 Graveley St #302, Vancouver,BC,V5L3A2,"C$930,000",2 bds,1 ba,"1,139 sqft"
289 Drake St #1405, Vancouver,BC,V6B5Z5,"C$1,458,000",3 bds,2 ba,"1,265 sqft"
7176 Duff St, Vancouver,BC,V5P4B3,"C$1,938,000",5 bds,3 ba,"2,171 sqft"
8006 Chester St, Vancouver,BC,V5X3Y6,"C$1,980,000",5 bds,4 ba,"2,400 sqft"
1410 Bute St #500, Vancouver,BC,V6E2A7,"C$2,980,000",1 bd,2 ba,"1,600 sqft"
1198 W 55th Ave, Vancouver,BC,V6P7A1,"C$10,990,000",4 bds,4 ba,"5,739 sqft"
1189 Howe St #2703, Vancouver,BC,V6Z2X4,"C$1,199,000",3 bds,2 ba,"1,160 sqft"
1289 Hornby St #3610, Vancouver,BC,V6Z2H7,"C$2,560,000",2 bds,3 ba,"1,413 sqft"
4658 Elm St, Vancouver,BC,V6L2L2,"C$9,680,000",5 bds,6 ba,"5,375 sqft"
646 Union St, Vancouver,BC,V6A2B9,"C$1,690,000",4 bds,2 ba,"2,354 sqft"
2596 W 14th Ave, Vancouver,BC,V6K2W7,"C$5,875,000",7 bds,6 ba,"4,129 sqft"
693 Moberly Rd, Vancouver,BC,V5Z4A4,"C$1,198,000",2 bds,3 ba,"1,412 sqft"
6011 Adera St, Vancouver,BC,V6M3J3,"C$9,480,000",6 bds,7 ba,"5,388 sqft"
455 SW Marine Dr #1005, Vancouver,BC,V5X2S9,"C$938,000",2 bds,2 ba,753 sqft
1328 W 73rd Ave #8, Vancouver,BC,V6P3E7,"C$599,900",2 bds,1 ba,883 sqft
2528 Maple St #407, Vancouver,BC,V6J0B5,"C$728,800",1 bd,1 ba,661 sqft
2721 W 24th Ave, Vancouver,BC,V6L1R2,"C$4,988,000",5 bds,6 ba,"3,739 sqft"
5912 Churchill St, Vancouver,BC,V6M3H5,"C$11,880,000",7 bds,8 ba,"6,175 sqft"
1430 E 8th Ave, Vancouver,BC,V5N1T4,"C$1,388,000",5 bds,3 ba,"1,341 sqft"
2033 W 7th Ave #306, Vancouver,BC,V6J1T3,"C$649,900",1 bd,1 ba,716 sqft
1824 W 12th Ave, Vancouver,BC,V6J2E2,"C$849,900",1 bd,2 ba,672 sqft
1199 Marinaside Cres #3203, Vancouver,BC,V6Z2Y2,"C$1,290,000",2 bds,2 ba,"1,079 sqft"
2268 W 12th Ave #102, Vancouver,BC,V6K2N5,"C$559,000",1 bd,1 ba,624 sqft
1487 Homer St, Vancouver,BC,V6Z3C8,"C$2,790,000",3 bds,3 ba,"2,112 sqft"
4559 Beatrice St #1, Vancouver,BC,V5N4J1,"C$1,599,900",3 bds,4 ba,"1,510 sqft"
3108 W 31st Ave, Vancouver,BC,V6L2A6,"C$6,375,000",6 bds,6 ba,"4,723 sqft"
131 King Edward Ave E #1, Vancouver,BC,V5Y2H8,"C$2,199,000",4 bds,4 ba,"2,065 sqft"
689 Abbott St #3703, Vancouver,BC,V6B0J2,"C$2,338,000",3 bds,3 ba,"1,663 sqft"
39 W 12th Ave, Vancouver,BC,V5Y1T4,"C$1,438,000",2 bds,2 ba,"1,171 sqft"
3589 W 35th Ave, Vancouver,BC,V6N2N4,"C$3,680,000",6 bds,6 ba,"3,435 sqft"
63 W 13th Ave, Vancouver,BC,V5Y1V5,"C$1,765,000",3 bds,3 ba,"1,580 sqft"
1600 Hornby St #203, Vancouver,BC,V6Z2S4,"C$2,688,000",3 bds,3 ba,"1,712 sqft"
4006 W 34th Ave, Vancouver,BC,V6N2L7,"C$3,950,000",6 bds,4 ba,"3,961 sqft"
168 Powell St #501, Vancouver,BC,V6A0B2,"C$699,000",2 bds,1 ba,990 sqft
6076 Tisdall St #605, Vancouver,BC,V5Z3N2,"C$499,000",1 bd,1 ba,820 sqft
1330 Burrard St #217, Vancouver,BC,V6Z2B8,"C$470,000",1 bd,1 ba,527 sqft
1182 Quebec St #11, Vancouver,BC,V6A4B2,"C$1,689,000",2 bds,3 ba,"1,945 sqft"
4528 Langara Ave, Vancouver,BC,V6R1C8,"C$9,980,000",5 bds,5 ba,"4,361 sqft"
4333 Locarno Cres, Vancouver,BC,V6R1G2,"C$4,980,000",5 bds,5 ba,"3,118 sqft"
142 E 27th Ave, Vancouver,BC,V5V2K4,"C$2,689,000",5 bds,3 ba,"2,592 sqft"
1386 Nicola St #24, Vancouver,BC,V6G2G2,"C$2,999,999",2 bds,3 ba,"2,982 sqft"
601 Jervis St, Vancouver,BC,V6E3M5,"C$1,349,000",2 bds,3 ba,"1,378 sqft"
833 Seymour St #607, Vancouver,BC,V6B0G4,"C$699,900",1 bd,1 ba,855 sqft
3161 W 4th Ave #205, Vancouver,BC,V6K1R6,"C$849,900",2 bds,2 ba,780 sqft
1959 W 15th Ave, Vancouver,BC,V6J2L2,"C$2,499,000",2 bds,3 ba,"1,634 sqft"
185 W 45th Ave, Vancouver,BC,V5Y2W2,"C$3,590,000",5 bds,5 ba,"3,403 sqft"
1775 Quebec St #607, Vancouver,BC,V5T0E3,"C$749,999",1 bd,1 ba,640 sqft
5288 Melbourne St #1205, Vancouver,BC,V5R6E6,"C$828,000",3 bds,2 ba,991 sqft
1480 Howe St #5601, Vancouver,BC,V6Z0G5,"C$7,980,000",3 bds,4 ba,"3,107 sqft"
2645 W 6th Ave, Vancouver,BC,V6K1W6,"C$2,399,000",5 bds,3 ba,"2,038 sqft"
1372 Seymour St #4102, Vancouver,BC,V6B0L1,"C$3,399,888",4 bds,4 ba,"2,073 sqft"
988 W 54th Ave #203, Vancouver,BC,V6P1M9,"C$788,000",2 bds,2 ba,973 sqft
5665 Boundary Rd #2807, Vancouver,BC,V5R0E4,"C$799,000",2 bds,2 ba,786 sqft
5650 Oak St #208, Vancouver,BC,V6M2V6,"C$849,000",2 bds,2 ba,"1,137 sqft"
1288 Georgia St W PENTHOUSE 5, Vancouver,BC,V6E4R3,"C$1,799,000",2 bds,1 ba,"1,215 sqft"
4309 Locarno Cres, Vancouver,BC,V6R1G2,"C$3,890,000",3 bds,2 ba,"2,864 sqft"
1283 Howe St #2504, Vancouver,BC,V6Z0E3,"C$999,000",3 bds,2 ba,916 sqft
4569 W 2nd Ave, Vancouver,BC,V6R1K7,"C$3,798,000",2 bds,2 ba,"1,730 sqft"
2741 Hastings St E #200, Vancouver,BC,V5K1Z8,"C$438,800",1 bd,1 ba,468 sqft
1080 Wolfe Ave, Vancouver,BC,V6H1V8,"C$9,580,000",5 bds,5 ba,"5,910 sqft"
1500 Hornby St #1805, Vancouver,BC,V6Z2R1,"C$1,688,000",2 bds,2 ba,"1,273 sqft"
51 E 27th Ave, Vancouver,BC,V5V2K2,"C$2,498,000",3 bds,4 ba,"1,751 sqft"
830 E 7th Ave #211, Vancouver,BC,V5T4J2,"C$429,000",1 bd,1 ba,446 sqft
311 E 6th Ave #405, Vancouver,BC,V5T0G9,"C$635,000",1 bd,1 ba,564 sqft
750 W 6th Ave, Vancouver,BC,V5Z0C8,"C$1,649,900",3 bds,2 ba,"1,603 sqft"
2925 McGill St, Vancouver,BC,V5K1H8,"C$1,685,000",4 bds,2 ba,"1,889 sqft"
40 E 46th Ave #1, Vancouver,BC,V5W1Z1,"C$2,149,000",5 bds,4 ba,"1,825 sqft"
1726 W 32nd Ave, Vancouver,BC,V6J3A7,"C$6,990,000",5 bds,5 ba,"5,760 sqft"
2032 E 22nd Ave, Vancouver,BC,V5N2R4,"C$2,998,000",8 bds,7 ba,"3,577 sqft"
3885 W 35th Ave, Vancouver,BC,V6N2N8,"C$3,998,000",8 bds,4 ba,"2,371 sqft"
3138 Riverwalk Ave #312, Vancouver,BC,V5S0B6,"C$859,800",2 bds,2 ba,"1,024 sqft"
1907 E 38th Ave, Vancouver,BC,V5P1G6,"C$2,230,000",6 bds,4 ba,"2,278 sqft"
1502 Island Park Walk #107, Vancouver,BC,V6H3Z8,"C$1,299,900",2 bds,2 ba,"1,257 sqft"
964 W 15th Ave, Vancouver,BC,V5Z1R9,"C$1,599,000",3 bds,2 ba,"1,976 sqft"
4638 Gladstone St #1510, Vancouver,BC,V5N4Y8,"C$775,000",2 bds,2 ba,791 sqft
2335 W 18th Ave, Vancouver,BC,V6L1A7,"C$7,180,000",5 bds,7 ba,"4,700 sqft"
3888 W 13th Ave, Vancouver,BC,V6R2S8,"C$3,860,000",5 bds,5 ba,"2,458 sqft"
1362 E 60th Ave, Vancouver,BC,V5X2A9,"C$1,580,000",5 bds,2 ba,"2,390 sqft"
6011 Macdonald St, Vancouver,BC,V6N1E5,"C$3,798,000",6 bds,5 ba,"4,817 sqft"
2033 W 7th Ave #305, Vancouver,BC,V6J1T3,"C$799,900",2 bds,1 ba,749 sqft
2838 Birch St #3, Vancouver,BC,V6H2T6,"C$1,988,000",3 bds,3 ba,"1,956 sqft"
7123 Selkirk St, Vancouver,BC,V6P6J4,"C$6,980,000",6 bds,8 ba,"6,502 sqft"
939 W 7th Ave #26, Vancouver,BC,V5Z1C4,"C$649,900",1 bd,1 ba,624 sqft
1211 Melville St #2404, Vancouver,BC,V6E0A7,"C$1,685,000",3 bds,3 ba,"1,372 sqft"
8410 Cornerstone St, Vancouver,BC,V5S4S1,"C$998,000",3 bds,3 ba,"1,808 sqft"
1375 King Edward Ave W, Vancouver,BC,V6H2A1,"C$11,998,000",4 bds,3 ba,"5,774 sqft"
2311 W 8th Ave, Vancouver,BC,V6K2A8,"C$1,185,000",2 bds,2 ba,"1,000 sqft"
1199 Marinaside Cres UNIT 3002, Vancouver,BC,V6Z2Y2,"C$1,999,000",2 bds,2 ba,"1,302 sqft"
3998 Granville St, Vancouver,BC,V6H3L2,"C$7,980,000",4 bds,3 ba,"5,350 sqft"
667 Howe St #4601, Vancouver,BC,V6C0B5,"C$8,900,000",4 bds,5 ba,"3,722 sqft"
1591 Nanton Ave, Vancouver,BC,V6J2X3,"C$5,990,000",7 bds,6 ba,"4,979 sqft"
2209 Alder St, Vancouver,BC,V6H2R8,"C$1,199,000",2 bds,2 ba,"1,550 sqft"
1177 Hornby St #203, Vancouver,BC,V6Z2E9,"C$638,000",1 bd,1 ba,665 sqft
2843 W 44th Ave, Vancouver,BC,V6N3K1,"C$5,990,000",6 bds,6 ba,"5,044 sqft"
445 W 2nd Ave #TOWNHOUSE 101, Vancouver,BC,V5Y0E8,"C$1,328,000",2 bds,3 ba,"1,411 sqft"
1408 Robson St #1006, Vancouver,BC,V6G1B9,"C$3,380,000",2 bds,2 ba,935 sqft
557 E 20th Ave, Vancouver,BC,V5V1M7,"C$2,288,000",6 bds,4 ba,"1,981 sqft"
822 Homer St #1303, Vancouver,BC,V6B6M3,"C$858,000",2 bds,2 ba,837 sqft
1717 Haro St #401, Vancouver,BC,V6G1H1,"C$659,000",1 bd,1 ba,667 sqft
583 Beach Cres #1003, Vancouver,BC,V6Z3E6,"C$1,849,900",2 bds,2 ba,"1,238 sqft"
3814 W 15th Ave, Vancouver,BC,V6R2Z9,"C$1,880,000",3 bds,3 ba,"1,471 sqft"
1191 W 40th Ave, Vancouver,BC,V6M1V1,"C$4,398,000",5 bds,2 ba,"3,470 sqft"
1331 Alberni St #2701, Vancouver,BC,V6E4S1,"C$1,998,000",3 bds,3 ba,"1,614 sqft"
455 Beach Cres #1102, Vancouver,BC,V6Z3E5,"C$1,338,000",2 bds,2 ba,"1,160 sqft"
6210 Larch St, Vancouver,BC,V6M4C6,"C$4,199,000",6 bds,7 ba,"3,535 sqft"
1050 Chilco St #503, Vancouver,BC,V6G2R8,"C$399,900",1 bd,1 ba,569 sqft
1234 Pendrell St #102, Vancouver,BC,V6E1L6,"C$749,900",2 bds,1 ba,860 sqft
1965 E 37th Ave, Vancouver,BC,V5P1E9,"C$2,100,000",5 bds,4 ba,"2,249 sqft"
3615 Georgia St E, Vancouver,BC,V5K2M2,"C$1,938,000",6 bds,4 ba,"2,029 sqft"
2715 E Pender St #2, Vancouver,BC,V5K2B9,"C$1,598,000",3 bds,3 ba,"2,006 sqft"
688 Fairchild Rd #204, Vancouver,BC,V5Z4P7,"C$968,000",2 bds,2 ba,"1,056 sqft"
1131 Homer St, Vancouver,BC,V6B0B1,"C$1,175,900",2 bds,2 ba,"1,130 sqft"
46 King Edward Ave W, Vancouver,BC,V5Y2H7,"C$1,699,900",3 bds,3 ba,"1,484 sqft"
928 Richards St #2002, Vancouver,BC,V6B6P6,"C$549,000",1 bd,1 ba,495 sqft
550 Taylor St UNIT 1610, Vancouver,BC,V6B1R1,"C$649,000",1 bd,1 ba,589 sqft
1159 Main St #805, Vancouver,BC,V6A4B6,"C$1,098,000",3 bds,2 ba,"1,183 sqft"
871 W 33rd Ave, Vancouver,BC,V5V3A4,"C$849,900",1 bd,1 ba,542 sqft
1255 Seymour St PENTHOUSE 3401, Vancouver,BC,V6B0H1,"C$2,349,000",2 bds,3 ba,"1,415 sqft"
1837 Matthews Ave, Vancouver,BC,V6J2T4,"C$6,298,000",6 bds,7 ba,"7,871 sqft"
4078 Knight St #523, Vancouver,BC,V5N5Y9,"C$799,900",2 bds,2 ba,807 sqft
1238 W 45th Ave, Vancouver,BC,V6M2G7,"C$6,688,000",10 bds,10 ba,"6,057 sqft"
2411 Heather St #1801, Vancouver,BC,V5Z0B7,"C$2,990,000",3 bds,2 ba,"1,556 sqft"
2119 E 29th Ave #1, Vancouver,BC,V5N2Z2,"C$1,499,900",3 bds,4 ba,"1,443 sqft"
4652 Victoria Dr, Vancouver,BC,V5N4N9,"C$1,180,000",3 bds,2 ba,"1,252 sqft"
2055 Pendrell St #1605, Vancouver,BC,V6G1T9,"C$1,549,000",2 bds,2 ba,"1,114 sqft"
16 Lakewood Dr #305, Vancouver,BC,V5L4L1,"C$570,000",2 bds,1 ba,807 sqft
3806 W 3rd Ave, Vancouver,BC,V6R1M4,"C$3,568,000",3 bds,2 ba,"1,868 sqft"
1136 E 10th Ave, Vancouver,BC,V5T2B7,"C$2,099,900",5 bds,2 ba,"2,168 sqft"
1417 E 27th Ave, Vancouver,BC,V5N2W5,"C$1,399,000",3 bds,3 ba,"1,495 sqft"
1637 Angus Dr, Vancouver,BC,V6J4H2,"C$12,988,000",12 bds,12 ba,"12,195 sqft"
4769 Belmont Ave, Vancouver,BC,V6T1A8,"C$32,000,000",1 bd,1 ba,640 sqft
5584 Mackenzie St, Vancouver,BC,V6N1H2,"C$3,098,000",5 bds,3 ba,"3,044 sqft"
3402 Osler St, Vancouver,BC,V6H2W3,"C$19,990,000",6 bds,10 ba,"9,655 sqft"
3852 W 50th Ave, Vancouver,BC,V6N3V5,"C$5,380,000",5 bds,6 ba,"4,027 sqft"
1307 W 41st Ave, Vancouver,BC,V6M1X4,"C$4,399,000",4 bds,2 ba,"2,800 sqft"
4575 Alexandra St, Vancouver,BC,V6J4C9,"C$4,777,000",5 bds,5 ba,"4,246 sqft"
2112 Prince Edward St, Vancouver,BC,V5T3M3,"C$2,299,000",3 bds,4 ba,"1,720 sqft"
1981 W 19th Ave, Vancouver,BC,V6J2P2,"C$7,990,000",7 bds,6 ba,"6,639 sqft"
1238 Seymour St #1401, Vancouver,BC,V6B6J3,"C$4,218,000",7 bds,7 ba,"6,555 sqft"
2239 Saint Catherines St #301, Vancouver,BC,V5T4M9,"C$875,000",2 bds,2 ba,869 sqft
4417 W 16th Ave, Vancouver,BC,V6R3E7,"C$2,299,000",3 bds,3 ba,"1,589 sqft"
1200 Alberni St #2903, Vancouver,BC,V6E1A6,"C$1,388,000",3 bds,2 ba,"1,141 sqft"
5288 Melbourne St #1905, Vancouver,BC,V5R6E6,"C$869,000",3 bds,2 ba,996 sqft
6836 Arbutus St, Vancouver,BC,V6P5S7,"C$9,980,000",8 bds,9 ba,"8,655 sqft"
2047 Mannering Ave, Vancouver,BC,V5N3C2,"C$1,728,800",4 bds,2 ba,"2,018 sqft"
1335 Howe St #1504, Vancouver,BC,V6Z0H1,"C$2,998,000",3 bds,3 ba,"1,720 sqft"
6076 Angus Dr, Vancouver,BC,V6M3P1,"C$9,580,000",6 bds,7 ba,"5,209 sqft"
889 Pacific St #1606, Vancouver,BC,V6Z2P5,"C$1,350,000",2 bds,2 ba,950 sqft
2243 Oak St, Vancouver,BC,V6H3W6,"C$2,149,000",3 bds,2 ba,"1,991 sqft"
5380 Oben St #1609, Vancouver,BC,V5R6H7,"C$699,000",2 bds,2 ba,913 sqft
1691 W 41st Ave, Vancouver,BC,V6M1X9,"C$7,999,800",5 bds,3 ba,"5,467 sqft"
939 Homer St #1907, Vancouver,BC,V6B2W6,"C$885,000",2 bds,2 ba,912 sqft
