Street,City,Province,Zip,Price,Bedrooms,Bathrooms,Square Footage
2851 Heather St #604, Vancouver,BC,V5Z0A2,"C$1,250,000",3 bds,2 ba,"1,090 sqft"
4863 Rupert St, Vancouver,BC,V5R2J6,"C$1,899,000",7 bds,2 ba,"2,208 sqft"
1396 Burnaby St #201, Vancouver,BC,V6E1P9,"C$799,900",2 bds,1 ba,889 sqft
760 Kingsway #208, Vancouver,BC,V5V3C1,"C$700,000",2 bds,1 ba,768 sqft
260 W 63rd Ave, Vancouver,BC,V5X2H8,"C$2,460,000",5 bds,5 ba,"2,523 sqft"
6299 Angus Dr, Vancouver,BC,V6M3P2,"C$9,880,000",6 bds,6 ba,"5,272 sqft"
830 E 7th Ave #111, Vancouver,BC,V5T4J2,"C$399,900",Studio,1 ba,439 sqft
6388 Wiltshire St, Vancouver,BC,V6M3M4,"C$12,980,000",6 bds,8 ba,"7,324 sqft"
1178 Laurier Ave, Vancouver,BC,V6H1Y5,"C$13,800,000",6 bds,8 ba,"8,515 sqft"
3166 E 5th Ave, Vancouver,BC,V5M1P1,"C$2,288,000",5 bds,4 ba,"2,232 sqft"
4687 W 15th Ave, Vancouver,BC,V6R3B5,"C$2,550,000",3 bds,4 ba,"1,537 sqft"
3088 Laurel St, Vancouver,BC,V5Z3T5,"C$979,000",2 bds,1 ba,874 sqft
5884 Ormidale St, Vancouver,BC,V5R4R3,"C$1,899,000",5 bds,3 ba,"2,402 sqft"
1355 Harwood St #203, Vancouver,BC,V6E3W3,"C$949,000",2 bds,2 ba,"1,063 sqft"
288 E 59th Ave, Vancouver,BC,V5X1X9,"C$3,288,000",8 bds,8 ba,"3,513 sqft"
2891 E 19th Ave, Vancouver,BC,V5M2R9,"C$1,680,000",5 bds,4 ba,"1,699 sqft"
5723 Balsam St PENTHOUSE 1, Vancouver,BC,V6M4B8,"C$999,800",2 bds,2 ba,"1,062 sqft"
938 Smithe St #1515, Vancouver,BC,V6Z3H8,"C$688,800",1 bd,1 ba,607 sqft
88 W 1st Ave #602, Vancouver,BC,V5Y0K2,"C$710,000",1 bd,1 ba,563 sqft
2415 W 6th Ave, Vancouver,BC,V6K1W2,"C$1,358,000",2 bds,2 ba,"1,072 sqft"
3133 Riverwalk Ave #318, Vancouver,BC,V5S0A7,"C$769,900",2 bds,2 ba,901 sqft
938 Beatty St, Vancouver,BC,V6Z3G6,"C$999,999",1 bd,2 ba,"1,093 sqft"
1917 E 22nd Ave, Vancouver,BC,V5N2R2,"C$1,599,000",4 bds,2 ba,"1,787 sqft"
1333 Hornby St #601, Vancouver,BC,V6Z2C1,"C$469,300",1 bd,1 ba,472 sqft
3429 W 42nd Ave, Vancouver,BC,V6N3H3,"C$4,276,000",5 bds,4 ba,"2,888 sqft"
1902 Blenheim St, Vancouver,BC,V6K4H9,"C$3,750,000",10 bds,7 ba,"4,445 sqft"
3579 W 50th Ave, Vancouver,BC,V6N3V3,"C$3,880,000",5 bds,5 ba,"3,315 sqft"
E 35th Ave #1391, Vancouver,BC,V5W1A6,"C$1,988,000",6 bds,3 ba,"2,420 sqft"
1226 W 26th Ave, Vancouver,BC,V6H2A9,"C$2,049,900",3 bds,4 ba,"1,802 sqft"
1568 Alberni St #PENTHOUSE 1, Vancouver,BC,V6G1A5,"C$18,900,000",3 bds,5 ba,"4,346 sqft"
2731 Sophia St, Vancouver,BC,V5T3L1,"C$949,000",2 bds,1 ba,928 sqft
1718 W 61st Ave, Vancouver,BC,V6P2C3,"C$5,998,000",6 bds,7 ba,"4,343 sqft"
667 Howe St #4801, Vancouver,BC,V6C0B5,"C$18,880,000",4 bds,7 ba,"7,214 sqft"
1564 W 26th Ave, Vancouver,BC,V6J2W9,"C$5,280,000",5 bds,4 ba,"3,877 sqft"
1615 Frances St #201, Vancouver,BC,V5L1Z3,"C$878,000",2 bds,2 ba,927 sqft
4677 Simpson Ave, Vancouver,BC,V6R1C2,"C$11,580,000",5 bds,5 ba,"4,190 sqft"
5961 Churchill St, Vancouver,BC,V6M3H4,"C$14,588,000",5 bds,8 ba,"6,402 sqft"
6615 Balsam St, Vancouver,BC,V6P5W8,"C$15,700,000",7 bds,8 ba,"6,912 sqft"
6188 Adera St, Vancouver,BC,V6M3J6,"C$16,880,000",6 bds,8 ba,"7,103 sqft"
2537 Trinity St, Vancouver,BC,V5K1E3,"C$1,999,000",5 bds,3 ba,"2,418 sqft"
3592 Turner St, Vancouver,BC,V5K2H9,"C$1,099,000",3 bds,4 ba,"1,315 sqft"
3449 W 7th Ave, Vancouver,BC,V6R1W2,"C$2,898,000",5 bds,4 ba,"2,489 sqft"
4938 Arbutus St, Vancouver,BC,V6M3W1,"C$5,880,000",5 bds,3 ba,"2,374 sqft"
3199 Saint George St, Vancouver,BC,V5T3R9,"C$1,499,000",3 bds,2 ba,"1,294 sqft"
811 Helmcken St #1702, Vancouver,BC,V6Z1B1,"C$828,000",2 bds,2 ba,806 sqft
3438 Sawmill Cres #319, Vancouver,BC,V5S0E3,"C$599,800",1 bd,1 ba,601 sqft
1012 Beach Ave #402, Vancouver,BC,V6E1T7,"C$1,999,000",2 bds,2 ba,"1,606 sqft"
3731 W 6th Ave #106, Vancouver,BC,V6R1T8,"C$585,800",1 bd,1 ba,735 sqft
3746 Inverness St, Vancouver,BC,V5V4V9,"C$1,449,900",6 bds,4 ba,"2,050 sqft"
5189 Connaught Dr, Vancouver,BC,V6M3G2,"C$8,800,000",6 bds,6 ba,"6,129 sqft"
2248 E 3rd Ave, Vancouver,BC,V5N1J1,"C$1,625,000",3 bds,3 ba,"2,352 sqft"
5266 Fraser St, Vancouver,BC,V5W2Y9,"C$1,498,800",3 bds,2 ba,"1,464 sqft"
5555 Victoria Dr #225, Vancouver,BC,V5P4Y3,"C$699,000",2 bds,2 ba,"1,127 sqft"
2783 W 8th Ave, Vancouver,BC,V6K2B7,"C$1,899,000",4 bds,3 ba,"1,380 sqft"
1625 E 8th Ave, Vancouver,BC,V5N1T6,"C$1,545,000",3 bds,2 ba,"1,502 sqft"
1332 W 47th Ave, Vancouver,BC,V6M2L8,"C$5,990,000",5 bds,7 ba,"4,732 sqft"
2828 Wall St, Vancouver,BC,V5K1B2,"C$2,299,000",4 bds,4 ba,"2,083 sqft"
2433 Broadway W, Vancouver,BC,V6K2E8,"C$1,798,000",3 bds,4 ba,"1,583 sqft"
1130 Ironwork Pass, Vancouver,BC,V6H3P1,"C$1,248,800",2 bds,2 ba,"1,245 sqft"
1251 Cardero St #1102, Vancouver,BC,V6G2H9,"C$399,000",1 bd,1 ba,592 sqft
4465 Skeena St, Vancouver,BC,V5R2L8,"C$1,699,000",4 bds,4 ba,"2,520 sqft"
548 Georgia St E #2, Vancouver,BC,V6A1Z9,"C$1,388,000",3 bds,2 ba,"1,832 sqft"
3418 Adanac St #11, Vancouver,BC,V5K5H5,"C$969,000",3 bds,2 ba,"1,358 sqft"
1559 E 41st Ave, Vancouver,BC,V5P1K3,"C$1,399,000",3 bds,2 ba,"1,642 sqft"
1166 E 11th Ave #1, Vancouver,BC,V5T2G3,"C$1,998,800",4 bds,4 ba,"1,621 sqft"
2238 Eton St PENTHOUSE 6, Vancouver,BC,V5L1C8,"C$543,000",1 bd,1 ba,650 sqft
688 W 29th Ave, Vancouver,BC,V5Z2H9,"C$4,990,000",5 bds,4 ba,"1,998 sqft"
3132 W 7th Ave, Vancouver,BC,V6K2A1,"C$1,628,000",2 bds,2 ba,"1,124 sqft"
3850 Point Grey Rd, Vancouver,BC,V6R1B4,"C$6,888,000",4 bds,5 ba,"5,011 sqft"
2707 E 26th Ave, Vancouver,BC,V5R1M1,"C$1,399,000",3 bds,4 ba,"1,285 sqft"
2121 W 6th Ave #215, Vancouver,BC,V6K1V5,"C$1,449,000",3 bds,2 ba,"1,267 sqft"
233 Abbott St #306, Vancouver,BC,V6B2K7,"C$419,900",1 bd,1 ba,510 sqft
762 E Pender St, Vancouver,BC,V6A1V7,"C$1,698,000",3 bds,3 ba,"1,711 sqft"
5187 Culloden St, Vancouver,BC,V5W3R5,"C$2,589,000",5 bds,4 ba,"2,894 sqft"
1119 Pendrell St, Vancouver,BC,V6E1L3,"C$2,350,000",2 bds,3 ba,"1,675 sqft"
3522 SW Marine Dr, Vancouver,BC,V6N3Z2,"C$3,999,999",3 bds,4 ba,"3,085 sqft"
1460 Bute St #201, Vancouver,BC,V6E2A7,"C$2,980,000",2 bds,2 ba,"1,477 sqft"
1937 Creelman Ave, Vancouver,BC,V6J1B8,"C$1,888,000",3 bds,2 ba,"1,479 sqft"
501 Pacific St #203, Vancouver,BC,V6Z2X6,"C$899,900",2 bds,1 ba,866 sqft
1133 Keefer St, Vancouver,BC,V6A1Z2,"C$1,490,000",5 bds,2 ba,"2,100 sqft"
1790 Angus Dr, Vancouver,BC,V6J4H5,"C$13,800,000",7 bds,4 ba,"5,613 sqft"
3186 Grant St, Vancouver,BC,V5K3H9,"C$1,828,000",4 bds,4 ba,"1,830 sqft"
2550 Garden Dr #111, Vancouver,BC,V5N4X6,"C$594,900",Studio,1 ba,425 sqft
2551 Triumph St, Vancouver,BC,V5K1S7,"C$1,479,000",3 bds,4 ba,"1,238 sqft"
1533 Balfour Ave, Vancouver,BC,V6J2V1,"C$12,980,000",7 bds,9 ba,"11,543 sqft"
4215 W 13th Ave #1, Vancouver,BC,V6R2T7,"C$2,499,000",4 bds,4 ba,"1,905 sqft"
2450 Cornwall Ave #205, Vancouver,BC,V6K1B8,"C$949,900",2 bds,2 ba,917 sqft
5189 Gaston St #1303, Vancouver,BC,V5R6C7,"C$599,000",2 bds,2 ba,759 sqft
548 Georgia St E #1, Vancouver,BC,V6A1Z9,"C$799,000",2 bds,2 ba,815 sqft
156 W 62nd Ave, Vancouver,BC,V5X2E1,"C$1,999,999",5 bds,3 ba,"2,656 sqft"
464 E 12th Ave, Vancouver,BC,V5T2H4,"C$1,648,000",5 bds,2 ba,"2,040 sqft"
2250 W 43rd Ave #203, Vancouver,BC,V6M2E3,"C$468,000",1 bd,1 ba,845 sqft
2250 SE Marine Dr #202, Vancouver,BC,V5P2S2,"C$897,500",3 bds,2 ba,"1,238 sqft"
3368 Main St #203, Vancouver,BC,V5V3M7,"C$1,060,000",3 bds,2 ba,"1,114 sqft"
1236 Bidwell St #1601, Vancouver,BC,V6G2K9,"C$3,585,000",2 bds,3 ba,"1,855 sqft"
1568 Alberni St #2903, Vancouver,BC,V6G1A5,"C$5,500,000",3 bds,3 ba,"2,066 sqft"
1557 Mariner Walk, Vancouver,BC,V6J4X9,"C$869,000",1 bd,1 ba,965 sqft
4755 Belmont Ave, Vancouver,BC,V6T1A8,"C$30,000,000",3 bds,2 ba,"2,000 sqft"
428 E 24th Ave, Vancouver,BC,V5V2A1,"C$2,399,000",5 bds,3 ba,"2,301 sqft"
308 Jervis Mews, Vancouver,BC,V6C3S6,"C$4,999,900",3 bds,3 ba,"2,483 sqft"
1425 Lameys Mill Rd #33, Vancouver,BC,V6H3W2,"C$599,900",1 bd,1 ba,949 sqft
2641 Charles St, Vancouver,BC,V5K3A4,"C$1,968,000",6 bds,5 ba,"1,988 sqft"
4078 Columbia St #6, Vancouver,BC,V5Y0B6,"C$2,509,900",3 bds,3 ba,"1,583 sqft"
812 E 51st Ave, Vancouver,BC,V5X1E5,"C$1,249,000",4 bds,3 ba,"1,300 sqft"
930 Cambie St #1205, Vancouver,BC,V6B5X6,"C$749,000",2 bds,2 ba,830 sqft
2293 E 37th Ave, Vancouver,BC,V5P1G4,"C$1,199,900",3 bds,3 ba,"1,144 sqft"
528 E 12th Ave, Vancouver,BC,V5T2H5,"C$1,200,000",3 bds,3 ba,"1,278 sqft"
4570 W 4th Ave, Vancouver,BC,V6R1R3,"C$3,388,000",4 bds,3 ba,"3,623 sqft"
4341 Elgin St, Vancouver,BC,V5V4R5,"C$2,088,000",5 bds,2 ba,"2,116 sqft"
3853 King Edward Ave W, Vancouver,BC,V6S1M9,"C$4,168,000",5 bds,6 ba,"3,284 sqft"
907 Beach Ave #505, Vancouver,BC,V6Z2R3,"C$699,000",2 bds,2 ba,751 sqft
250 E 54th Ave, Vancouver,BC,V5X1K9,"C$1,498,000",4 bds,4 ba,"1,381 sqft"
1152 Georgia St E, Vancouver,BC,V6A2A8,"C$2,550,000",5 bds,4 ba,"2,971 sqft"
1735 Victoria Dr, Vancouver,BC,V5N4J9,"C$1,750,000",7 bds,4 ba,"2,080 sqft"
548 E 16th Ave, Vancouver,BC,V5T2V2,"C$1,799,000",6 bds,3 ba,"2,106 sqft"
1275 Hamilton St #213, Vancouver,BC,V6B1E2,"C$848,000",2 bds,2 ba,834 sqft
2403 Cambridge St, Vancouver,BC,V5K1L1,"C$1,998,000",6 bds,4 ba,"2,887 sqft"
3649 Prince Albert St, Vancouver,BC,V5V4H9,"C$1,998,000",6 bds,3 ba,"2,053 sqft"
1159 Main St #502, Vancouver,BC,V6A4B6,"C$756,000",2 bds,2 ba,"1,053 sqft"
4560 Belmont Ave, Vancouver,BC,V6R1C4,"C$4,288,000",5 bds,4 ba,"2,314 sqft"
110 Prior St, Vancouver,BC,V6A0A6,"C$1,299,000",3 bds,3 ba,"1,673 sqft"
4190 W 11th Ave, Vancouver,BC,V6R2L6,"C$3,088,000",4 bds,3 ba,"3,006 sqft"
1620 E 47th Ave, Vancouver,BC,V5P1P5,"C$1,399,000",3 bds,4 ba,"1,390 sqft"
3689 Borham Cres, Vancouver,BC,V5S3X2,"C$918,000",2 bds,3 ba,"1,826 sqft"
850 E 38th Ave, Vancouver,BC,V5W1J3,"C$1,628,000",3 bds,4 ba,"1,495 sqft"
1919 Beach Ave #1600, Vancouver,BC,V6G1Z2,"C$5,500,000",4 bds,4 ba,"2,899 sqft"
3518 King Edward Ave W, Vancouver,BC,V6S1M5,"C$2,780,000",6 bds,4 ba,"2,990 sqft"
3232 Columbia St, Vancouver,BC,V5Y0B6,"C$1,399,900",2 bds,3 ba,"1,157 sqft"
3628 W 5th Ave, Vancouver,BC,V6R1S2,"C$2,598,000",5 bds,3 ba,"1,890 sqft"
433 SW Marine Dr #501, Vancouver,BC,V5X2P9,"C$918,000",2 bds,2 ba,875 sqft
690 W 6th Ave, Vancouver,BC,V5Z1A3,"C$988,000",2 bds,2 ba,"1,025 sqft"
2316 Prince Albert St, Vancouver,BC,V5T3W5,"C$1,399,000",6 bds,3 ba,"2,647 sqft"
2729 Ward St, Vancouver,BC,V5R4S6,"C$999,000",3 bds,2 ba,965 sqft
1055 W 57th Ave, Vancouver,BC,V6P1S6,"C$4,499,999",8 bds,6 ba,"6,190 sqft"
1274 Barclay St #107, Vancouver,BC,V6E1H3,"C$749,000",2 bds,1 ba,881 sqft
4627 W 15th Ave, Vancouver,BC,V6R3B5,"C$4,680,000",4 bds,6 ba,"2,760 sqft"
888 E 12th Ave, Vancouver,BC,V5T2J2,"C$2,750,000",7 bds,7 ba,"3,255 sqft"
1003 Burnaby St #1005, Vancouver,BC,V6E4R7,"C$485,000",1 bd,1 ba,403 sqft
1487 Minto Cres, Vancouver,BC,V6H2J6,"C$12,888,000",6 bds,10 ba,"9,905 sqft"
1625 Hornby St #1202, Vancouver,BC,V6Z2M2,"C$850,000",2 bds,2 ba,937 sqft
1290 E 48th Ave, Vancouver,BC,V5W2E7,"C$2,198,000",7 bds,4 ba,"3,326 sqft"
1315 Cardero St #604, Vancouver,BC,V6G2J2,"C$1,198,000",1 bd,2 ba,"1,027 sqft"
5808 Crown St, Vancouver,BC,V6N2B7,"C$6,388,000",5 bds,7 ba,"6,012 sqft"
2095 Beach Ave #503, Vancouver,BC,V6G1Z3,"C$1,099,000",2 bds,2 ba,"1,006 sqft"
6038 Marguerite St, Vancouver,BC,V6M3L1,"C$12,880,000",5 bds,7 ba,"5,880 sqft"
1238 Melville St #2601, Vancouver,BC,V6E4N2,"C$1,449,000",3 bds,2 ba,"1,187 sqft"
4650 NW Marine Dr, Vancouver,BC,V6R1B9,"C$8,888,000",7 bds,5 ba,"3,621 sqft"
758 E 60th Ave #1, Vancouver,BC,V5X2A4,"C$1,188,000",3 bds,3 ba,"1,097 sqft"
1199 Marinaside Cres, Vancouver,BC,V6Z2Y2,"C$2,398,000",3 bds,2 ba,"1,589 sqft"
1789 E 63rd Ave, Vancouver,BC,V5P2L9,"C$1,659,000",5 bds,5 ba,"2,659 sqft"
3641 W 29th Ave #201, Vancouver,BC,V6S1T5,"C$1,198,000",3 bds,2 ba,"1,387 sqft"
6975 Prescott St, Vancouver,BC,V6N1N2,"C$7,800,000",2 bds,3 ba,"2,254 sqft"
5212 Maple St, Vancouver,BC,V6M3T5,"C$4,378,000",3 bds,4 ba,"3,092 sqft"
1425 E 27th Ave, Vancouver,BC,V5N2W5,"C$1,588,000",3 bds,3 ba,"1,385 sqft"
1861 Beach Ave #5, Vancouver,BC,V6G1Z1,"C$3,998,000",3 bds,3 ba,"2,457 sqft"
3256 Georgia St E, Vancouver,BC,V5K2L3,"C$1,498,000",2 bds,2 ba,"1,452 sqft"
1445 Marpole Ave #508, Vancouver,BC,V6H1S5,"C$1,149,000",3 bds,2 ba,"1,399 sqft"
688 W 6th Ave, Vancouver,BC,V5Z1A3,"C$1,015,000",2 bds,2 ba,"1,071 sqft"
1728 Cypress St, Vancouver,BC,V6J4W2,"C$1,489,500",2 bds,2 ba,"1,227 sqft"
1511 Barclay St, Vancouver,BC,V6G1J8,"C$2,998,000",4 bds,3 ba,"2,542 sqft"
2959 W 16th Ave, Vancouver,BC,V6K3C7,"C$3,998,000",5 bds,5 ba,"2,886 sqft"
1133 Cypress St, Vancouver,BC,V6J3K8,"C$5,678,000",4 bds,6 ba,"4,857 sqft"
1603 Matthews Ave, Vancouver,BC,V6J2T1,"C$19,000,000",7 bds,8 ba,"8,170 sqft"
1349 E 14th Ave, Vancouver,BC,V5N2C7,"C$1,898,000",6 bds,2 ba,"1,917 sqft"
4390 Kaslo St, Vancouver,BC,V5R2B7,"C$3,651,763",Studio,1 ba,"2,288 sqft"
3941 W 33rd Ave, Vancouver,BC,V6N2H7,"C$2,790,000",5 bds,3 ba,"1,996 sqft"
4655 Rupert St, Vancouver,BC,V5R2J4,"C$1,399,000",4 bds,2 ba,"2,200 sqft"
1790 Bayshore Dr PENTHOUSE 3, Vancouver,BC,V6G3G5,"C$5,499,800",3 bds,4 ba,"2,528 sqft"
830 E 14th Ave, Vancouver,BC,V5T2N6,"C$2,498,000",4 bds,4 ba,"3,299 sqft"
2232 Renfrew St #1, Vancouver,BC,V5M3J7,"C$1,491,000",4 bds,3 ba,"1,710 sqft"
1350 W 32nd Ave, Vancouver,BC,V6H2J3,"C$11,888,000",8 bds,9 ba,"9,087 sqft"
827 E 16th Ave, Vancouver,BC,V5T2V7,"C$2,248,000",3 bds,2 ba,"2,688 sqft"
2408 W 22nd Ave, Vancouver,BC,V6L1L9,"C$2,938,000",3 bds,2 ba,"2,279 sqft"
3428 Adanac St #13, Vancouver,BC,V5K5H5,"C$989,000",3 bds,3 ba,"1,404 sqft"
3557 Marshall St, Vancouver,BC,V5N4S2,"C$1,550,000",4 bds,2 ba,"1,666 sqft"
1296 W 6th Ave, Vancouver,BC,V6H1A5,"C$1,199,000",2 bds,2 ba,"1,105 sqft"
3337 Quesnel Dr, Vancouver,BC,V6S1Z7,"C$4,299,000",6 bds,4 ba,"2,555 sqft"
5189 Cambie St #501, Vancouver,BC,V5Z0J4,"C$2,088,000",3 bds,3 ba,"1,686 sqft"
1712 E 34th Ave, Vancouver,BC,V5P1A3,"C$1,998,000",7 bds,6 ba,"2,421 sqft"
950 Cambie St #2104, Vancouver,BC,V6B5X5,"C$1,048,000",2 bds,2 ba,"1,108 sqft"
2658 Waterloo St, Vancouver,BC,V6R3H7,"C$2,999,900",5 bds,5 ba,"1,925 sqft"
4955 Somerville St, Vancouver,BC,V5W3H1,"C$2,099,000",5 bds,3 ba,"2,381 sqft"
233 Robson St #603, Vancouver,BC,V6B0E8,"C$858,000",3 bds,1 ba,977 sqft
5350 Balsam St #503, Vancouver,BC,V6M4B4,"C$798,000",2 bds,2 ba,880 sqft
950 Bidwell St PENTHOUSE 2, Vancouver,BC,V6G2J9,"C$1,249,000",2 bds,2 ba,"1,068 sqft"
2817 Clark Dr #201, Vancouver,BC,V5N3H7,"C$588,000",2 bds,2 ba,696 sqft
3204 Coleridge Ave, Vancouver,BC,V5S3A5,"C$1,998,888",3 bds,2 ba,"1,726 sqft"
138 Hastings St E #605, Vancouver,BC,V6A0E6,"C$385,000",1 bd,1 ba,443 sqft
3379 Heather St, Vancouver,BC,V5Z3K6,"C$2,650,000",6 bds,3 ba,"2,386 sqft"
4347 W 9th Ave, Vancouver,BC,V6R2C8,"C$4,999,000",5 bds,6 ba,"3,709 sqft"
845 Chilco St #1501, Vancouver,BC,V6G2R2,"C$3,850,000",4 bds,3 ba,"2,041 sqft"
3839 W 35th Ave, Vancouver,BC,V6N2N8,"C$6,388,000",8 bds,6 ba,"4,545 sqft"
2545 Broadway W #216, Vancouver,BC,V6K2E9,"C$999,000",2 bds,2 ba,858 sqft
4586 W 8th Ave, Vancouver,BC,V6R2A5,"C$2,880,000",5 bds,3 ba,"2,361 sqft"
150 Cordova St E #903, Vancouver,BC,V6A0E7,"C$469,900",Studio,1 ba,519 sqft
3315 Knight St, Vancouver,BC,V5N3K7,"C$1,388,000",3 bds,2 ba,"1,638 sqft"
1077 Cordova St W PENTHOUSE 4201, Vancouver,BC,V6C2C6,"C$18,880,000",3 bds,5 ba,"6,041 sqft"
885 Cambie St #2500, Vancouver,BC,V6B0R6,"C$9,898,000",5 bds,6 ba,"4,591 sqft"
1050 Chilco St #606, Vancouver,BC,V6G2R8,"C$479,000",1 bd,1 ba,752 sqft
1222 Victoria Dr, Vancouver,BC,V5L4H3,"C$2,375,000",5 bds,4 ba,"2,069 sqft"
1066 Hamilton St #205, Vancouver,BC,V6B2R9,"C$949,000",1 bd,1 ba,"1,002 sqft"
3644 E 28th Ave #3, Vancouver,BC,V5R1T7,"C$1,299,000",3 bds,3 ba,"1,609 sqft"
2549 E Kent Ave N, Vancouver,BC,V5S2H7,"C$2,750,000",3 bds,4 ba,"3,004 sqft"
1777 Bayshore Dr PENTHOUSE 2, Vancouver,BC,V6G3H2,"C$7,000,000",4 bds,4 ba,"3,046 sqft"
1895 E 39th Ave, Vancouver,BC,V5P1H5,"C$2,588,000",6 bds,6 ba,"2,776 sqft"
3123 W 27th Ave, Vancouver,BC,V6L1W6,"C$3,490,000",4 bds,4 ba,"2,564 sqft"
183 Keefer Pl #904, Vancouver,BC,V6B6B9,"C$999,999",2 bds,2 ba,"1,186 sqft"
2811 W 12th Ave, Vancouver,BC,V6K2R1,"C$3,658,000",6 bds,6 ba,"2,887 sqft"
3364 Marquette Cres #439, Vancouver,BC,V5S4K4,"C$699,900",2 bds,2 ba,"1,217 sqft"
6262 Angus Dr, Vancouver,BC,V6M3P3,"C$10,388,000",6 bds,7 ba,"5,406 sqft"
625 E 44th Ave, Vancouver,BC,V5W1W4,"C$1,750,000",7 bds,6 ba,"3,661 sqft"
3588 Sawmill Cres #101, Vancouver,BC,V5S0E3,"C$980,000",3 bds,3 ba,"1,213 sqft"
1128 Quebec St #1806, Vancouver,BC,V6A4E1,"C$1,748,888",3 bds,2 ba,"1,462 sqft"
1386 W 73rd Ave #102, Vancouver,BC,V6P3E8,"C$599,000",2 bds,2 ba,873 sqft
5058 Joyce St #1208, Vancouver,BC,V5R0J9,"C$538,000",1 bd,1 ba,439 sqft
6926 Blenheim St, Vancouver,BC,V6N1R9,"C$5,998,000",4 bds,5 ba,"3,610 sqft"
1188 Howe St #2303, Vancouver,BC,V6Z2S8,"C$798,000",2 bds,2 ba,805 sqft
1230 Comox St #303, Vancouver,BC,V6E1K7,"C$849,900",2 bds,2 ba,924 sqft
983 Hastings St E #202, Vancouver,BC,V6A1P2,"C$669,000",2 bds,1 ba,732 sqft
1850 Comox St #1206, Vancouver,BC,V6G1R3,"C$489,000",1 bd,1 ba,612 sqft
1649 W 69th Ave, Vancouver,BC,V6P2W7,"C$2,588,000",10 bds,5 ba,"3,478 sqft"
2365 W 3rd Ave #301, Vancouver,BC,V6K1L6,"C$998,000",2 bds,2 ba,"1,047 sqft"
1328 W Pender St #2807, Vancouver,BC,V6E4S9,"C$1,398,000",2 bds,2 ba,"1,193 sqft"
1075 W 13th Ave #203, Vancouver,BC,V6H1N1,"C$799,000",2 bds,1 ba,922 sqft
328 Semlin Dr, Vancouver,BC,V5L0A6,"C$1,199,000",3 bds,4 ba,"1,580 sqft"
4535 W 1st Ave, Vancouver,BC,V6R1H7,"C$6,998,000",5 bds,5 ba,"4,277 sqft"
2018 E 6th Ave, Vancouver,BC,V5N1P1,"C$1,349,000",3 bds,2 ba,"1,115 sqft"
3576 Georgia St E, Vancouver,BC,V5K2L8,"C$2,198,000",6 bds,4 ba,"2,232 sqft"
155 E 23rd Ave, Vancouver,BC,V5V1X1,"C$2,989,000",4 bds,3 ba,"2,520 sqft"
1450 Pennyfarthing Dr #1003, Vancouver,BC,V6J4X8,"C$1,148,000",2 bds,2 ba,"1,300 sqft"
1530 W 8th Ave #805, Vancouver,BC,V6J5M6,"C$1,885,000",2 bds,3 ba,"1,462 sqft"
4502 Nanaimo St, Vancouver,BC,V5N5J4,"C$1,749,000",6 bds,3 ba,"1,678 sqft"
1318 W 6th Ave #201, Vancouver,BC,V6H1A7,"C$888,000",2 bds,2 ba,945 sqft
2767 W 21st Ave, Vancouver,BC,V6L1K4,"C$3,699,000",4 bds,4 ba,"2,424 sqft"
3132 Maple St, Vancouver,BC,V6J4X3,"C$1,995,000",2 bds,3 ba,"1,890 sqft"
1500 Howe St #2304, Vancouver,BC,V6Z2N1,"C$1,990,000",3 bds,2 ba,"1,708 sqft"
1344 Laburnum St, Vancouver,BC,V6J3W3,"C$1,960,000",3 bds,2 ba,"1,367 sqft"
3513 Triumph St, Vancouver,BC,V5K1S5,"C$1,099,000",3 bds,3 ba,"1,442 sqft"
